age,race,gender,grade90,income96,partner,height,weight,famsize,genhealth,illegalact,charged,jobsnum90,afqt89,typejob90,jobtrain90,income96gt17
20,FRENCH,Female,3RD YR COL,3.2,No,502.0,115.0,5,Good,0,0,3,87,pub,No,1
18,SCOTTISH,Female,4TH YR COL,5.0,No,507.0,135.0,6,Excellent,2,0,14,78,manuf,No,1
18,GERMAN,Female,4TH YR COL,2.4,No,508.0,125.0,6,Very Good,0,0,14,76,manuf,No,1
17,OTHER-SPANISH,Female,3RD YR COL,2.2,No,501.0,163.0,4,Very Good,0,0,6,67,pro,No,1
16,OTHER,Male,6TH YR COL,0.0,No,510.0,165.0,4,Good,3,0,9,71,manuf,No,0
22,ENGLISH,Female,4TH YR COL,2.3,No,505.0,122.0,1,Excellent,0,0,5,76,wholesale,No,1
17,ENGLISH,Female,5TH YR COL,7.5,No,508.0,155.0,7,Excellent,3,0,13,58,busi,No,1
15,ENGLISH,Male,7TH YR COL,13.8775,No,509.0,175.0,6,Excellent,0,0,10,99,pro,No,1
20,GERMAN,Male,12TH GRADE,2.8,No,510.0,148.0,3,Excellent,0,0,6,25,mining,No,1
14,GERMAN,Male,7TH YR COL,3.71,No,510.0,170.0,4,Good,1,0,9,81,pro,Yes,1
15,FRENCH,Male,2ND YR COL,2.74,No,510.0,185.0,5,Very Good,4,0,17,57,retail,Yes,1
19,AMERICAN,Male,2ND YR COL,6.0,Yes,511.0,170.0,3,Excellent,4,0,5,94,manuf,Yes,1
21,AMERICAN,Male,4TH YR COL,5.3,No,511.0,165.0,3,Very Good,0,0,8,97,manuf,No,1
18,ENGLISH,Male,5TH YR COL,3.8,No,510.0,165.0,2,Excellent,0,0,8,96,retail,No,1
21,GERMAN,Male,12TH GRADE,2.5,No,511.0,169.0,4,Very Good,0,0,3,38,wholesale,No,1
17,ENGLISH,Female,1ST YR COL,3.8,No,506.0,115.0,4,Good,0,0,5,66,retail,No,1
19,MEXICAN-AMERICAN,Female,2ND YR COL,3.5,No,507.0,147.0,1,Excellent,0,0,12,52,pro,No,1
19,GERMAN,Female,4TH YR COL,13.8775,No,508.0,125.0,4,Excellent,0,0,6,96,fin,No,1
17,GERMAN,Male,4TH YR COL,13.8775,No,511.0,170.0,3,Excellent,3,0,6,99,busi,No,1
18,GERMAN,Female,12TH GRADE,0.0225,No,504.0,125.0,3,Very Good,0,0,6,76,retail,No,0
18,GERMAN,Male,12TH GRADE,7.2,Yes,511.0,190.0,4,Very Good,0,0,5,77,manuf,No,1
17,AMERICAN,Male,1ST YR COL,2.7,No,511.0,165.0,4,Excellent,0,0,10,62,busi,No,1
20,AMERICAN,Female,3RD YR COL,3.58,No,507.0,141.0,3,Excellent,0,0,9,64,fin,No,1
17,ENGLISH,Male,5TH YR COL,8.96,No,600.0,155.0,4,Very Good,0,0,7,98,manuf,No,1
20,OTHER,Female,2ND YR COL,1.4,No,600.0,160.0,4,Very Good,0,0,8,35,pro,No,0
14,GERMAN,Female,3RD YR COL,1.37,No,503.0,115.0,4,Very Good,0,0,6,51,transp,No,0
15,IRISH,Male,4TH YR COL,4.5,No,508.0,145.0,3,Very Good,0,0,5,57,transp,No,1
19,BLACK,Female,1ST YR COL,3.2,No,505.0,227.0,6,Good,0,0,7,10,pro,No,1
15,BLACK,Female,1ST YR COL,1.4,No,504.0,135.0,6,Very Good,0,0,3,27,pro,No,0
21,ENGLISH,Female,3RD YR COL,0.0,No,501.0,117.0,3,Excellent,0,0,4,97,pro,No,0
20,GERMAN,Female,12TH GRADE,1.2,No,507.0,127.0,2,Very Good,0,1,17,59,busi,No,0
17,GERMAN,Female,12TH GRADE,0.0,No,506.0,113.0,5,Very Good,0,0,13,30,fin,No,0
15,ENGLISH,Male,12TH GRADE,4.3,No,511.0,165.0,5,Good,0,0,7,58,retail,No,1
18,POLISH,Male,1ST YR COL,2.32,No,602.0,240.0,5,Excellent,0,0,8,55,manuf,No,1
16,ENGLISH,Female,2ND YR COL,4.8,No,503.0,118.0,5,Very Good,0,0,10,43,manuf,Yes,1
18,BLACK,Female,2ND YR COL,0.5,No,507.0,176.0,4,Fair,0,0,7,23,retail,No,0
21,AMERICAN,Female,12TH GRADE,1.6,No,505.0,120.0,2,Good,0,0,4,22,manuf,No,0
20,NATIVE-AMERICAN,Female,12TH GRADE,1.0,No,510.0,175.0,3,Very Good,0,0,5,37,agri,No,0
14,IRISH,Female,1ST YR COL,2.4,No,506.0,125.0,1,Excellent,0,0,2,53,pro,No,1
19,NATIVE-AMERICAN,Female,9TH GRADE,0.9,No,504.0,115.0,1,Excellent,0,0,11,52,manuf,No,0
21,BLACK,Female,12TH GRADE,1.5,No,504.0,142.0,2,Good,0,1,16,28,pro,No,0
15,GERMAN,Male,3RD YR COL,1.8,No,506.0,163.0,7,Good,3,0,5,17,busi,No,1
21,BLACK,Female,3RD YR COL,0.85,No,502.0,120.0,4,Excellent,0,0,5,27,pro,No,0
20,BLACK,Female,1ST YR COL,2.6,No,508.0,220.0,6,Good,0,0,4,13,pro,No,1
18,BLACK,Female,10TH GRADE,1.1522,No,506.0,176.0,6,Very Good,0,0,2,2,retail,No,0
16,BLACK,Male,11TH GRADE,1.9,No,509.0,200.0,6,Very Good,0,0,5,23,transp,No,1
20,BLACK,Male,12TH GRADE,0.0,Yes,503.0,140.0,2,Good,0,0,9,15,busi,No,0
20,BLACK,Male,12TH GRADE,4.0,No,511.0,155.0,3,Fair,0,0,11,4,manuf,No,1
17,BLACK,Male,12TH GRADE,0.4,No,506.0,150.0,4,Fair,0,0,13,6,personal,No,0
19,BLACK,Female,12TH GRADE,1.89,No,411.0,132.0,2,Good,0,0,8,8,enter,Yes,1
14,ENGLISH,Female,4TH YR COL,2.4,No,504.0,110.0,4,Good,0,0,8,52,retail,No,1
15,GERMAN,Female,6TH YR COL,0.32,No,507.0,130.0,4,Very Good,0,0,16,66,pro,No,0
17,AMERICAN,Male,12TH GRADE,6.2,No,506.0,157.0,4,Good,0,0,11,40,transp,Yes,1
20,AMERICAN,Female,2ND YR COL,0.0,No,508.0,145.0,2,Poor,0,0,9,36,pro,No,0
15,ENGLISH,Female,4TH YR COL,4.0,No,502.0,112.0,5,Very Good,2,0,8,92,pub,No,1
18,IRISH,Female,12TH GRADE,0.0,No,505.0,122.0,3,Very Good,0,1,3,69,construction,No,0
17,ENGLISH,Male,2ND YR COL,4.85,No,600.0,155.0,3,Very Good,0,0,6,42,manuf,No,1
15,AMERICAN,Male,12TH GRADE,3.5,No,507.0,160.0,5,Good,1,0,7,18,retail,Yes,1
21,IRISH,Female,4TH YR COL,1.6,No,505.0,130.0,4,Good,0,0,4,95,pro,No,0
20,GERMAN,Female,12TH GRADE,1.55,No,508.0,168.0,1,Excellent,0,0,5,43,pro,No,0
19,NATIVE-AMERICAN,Female,10TH GRADE,0.0,No,504.0,102.0,11,Good,0,0,10,19,retail,No,0
20,FRENCH,Female,12TH GRADE,3.3,No,505.0,115.0,4,Very Good,0,0,5,69,manuf,Yes,1
20,NATIVE-AMERICAN,Male,12TH GRADE,5.2,No,600.0,172.0,2,Very Good,0,0,5,13,transp,No,1
19,ENGLISH,Female,4TH YR COL,2.1,No,508.0,200.0,3,Good,0,0,7,87,pro,No,1
22,AMERICAN,Female,2ND YR COL,0.0,No,504.0,138.0,3,Very Good,0,0,3,77,pro,No,0
17,ENGLISH,Female,11TH GRADE,0.6,No,507.0,160.0,4,Excellent,0,0,12,50,agri,Yes,0
15,AMERICAN,Male,4TH YR COL,1.4,No,511.0,135.0,4,Very Good,0,0,6,77,wholesale,No,0
14,ENGLISH,Female,12TH GRADE,0.68,No,501.0,90.0,8,Excellent,0,0,7,65,manuf,No,0
21,JAPANESE,Male,12TH GRADE,0.8,No,508.0,160.0,5,Excellent,0,0,4,24,wholesale,No,0
19,JAPANESE,Female,3RD YR COL,3.0,Yes,503.0,125.0,5,Very Good,0,0,4,56,fin,Yes,1
19,ITALIAN,Male,12TH GRADE,5.0,No,506.0,130.0,6,Very Good,1,0,10,70,construction,No,1
18,ITALIAN,Female,12TH GRADE,2.0,No,500.0,92.0,6,Excellent,0,0,11,53,pro,Yes,1
16,GERMAN,Female,2ND YR COL,2.8917,No,504.0,104.0,6,Very Good,0,0,4,70,pro,No,1
16,ENGLISH,Male,12TH GRADE,4.0,No,511.0,140.0,4,Very Good,0,0,8,6,busi,No,1
20,ENGLISH,Female,12TH GRADE,2.1,No,507.0,137.0,4,Very Good,0,0,9,67,retail,Yes,1
15,GERMAN,Female,12TH GRADE,0.0,No,506.0,145.0,3,Good,0,0,17,25,retail,No,0
14,ENGLISH,Female,1ST YR COL,1.75,No,502.0,123.0,4,Excellent,0,0,10,21,fin,No,1
19,ENGLISH,Male,12TH GRADE,4.4,No,600.0,155.0,4,Very Good,0,0,7,47,manuf,No,1
17,ENGLISH,Female,12TH GRADE,0.15,No,508.0,135.0,1,Good,0,0,20,22,retail,No,0
16,GERMAN,Male,12TH GRADE,2.8,No,504.0,125.0,4,Very Good,0,0,4,43,retail,No,1
17,IRISH,Female,12TH GRADE,6.5,Yes,511.0,130.0,4,Very Good,0,0,4,68,retail,No,1
15,ENGLISH,Male,4TH YR COL,4.4,No,601.0,175.0,2,Very Good,0,0,7,93,manuf,Yes,1
18,NATIVE-AMERICAN,Male,12TH GRADE,4.9,No,510.0,170.0,1,Fair,0,0,4,42,mining,No,1
17,ENGLISH,Male,3RD YR COL,1.0,No,600.0,190.0,5,Good,0,0,11,84,pro,No,0
14,ENGLISH,Female,2ND YR COL,0.78,No,506.0,120.0,5,Good,0,0,17,43,agri,No,0
18,ENGLISH,Male,1ST YR COL,1.8,No,510.0,136.0,5,Very Good,0,0,14,67,retail,No,1
16,ENGLISH,Female,12TH GRADE,1.3656,No,503.0,114.0,5,Very Good,0,0,21,51,personal,No,0
15,ENGLISH,Male,12TH GRADE,2.4736,No,602.0,159.0,5,Very Good,0,0,15,21,transp,No,1
14,ENGLISH,Male,4TH YR COL,4.0,No,600.0,185.0,3,Good,1,0,15,80,manuf,No,1
20,GERMAN,Male,12TH GRADE,2.4,No,508.0,160.0,2,Very Good,4,1,8,53,manuf,No,1
18,AMERICAN,Male,1ST YR COL,2.53,No,511.0,140.0,4,Good,0,0,18,61,retail,No,1
16,GERMAN,Female,12TH GRADE,0.0,No,503.0,178.0,3,Good,3,0,8,42,personal,No,0
18,ENGLISH,Female,2ND YR COL,2.53,No,506.0,150.0,6,Very Good,0,0,8,69,retail,No,1
17,AMERICAN,Male,12TH GRADE,2.1,No,510.0,220.0,6,Excellent,2,0,22,21,manuf,No,1
15,ENGLISH,Female,3RD YR COL,3.8,No,509.0,150.0,6,Excellent,0,0,5,42,pro,Yes,1
14,ENGLISH,Male,12TH GRADE,3.2,No,508.0,145.0,6,Excellent,0,0,4,57,manuf,No,1
17,ENGLISH,Female,12TH GRADE,1.7,No,505.0,160.0,4,Very Good,0,0,9,52,wholesale,Yes,0
16,IRISH,Male,4TH YR COL,6.0,No,505.0,125.0,2,Very Good,0,0,4,59,pro,No,1
21,GERMAN,Female,3RD YR COL,0.4095,No,502.0,120.0,2,Excellent,0,0,10,66,agri,No,0
18,ENGLISH,Female,12TH GRADE,0.2,No,507.0,165.0,1,Poor,0,1,18,57,retail,No,0
15,MEXICAN-AMERICAN,Male,1ST YR COL,4.25,Yes,507.0,155.0,6,Excellent,0,1,18,7,manuf,No,1
18,ENGLISH,Female,12TH GRADE,0.55,No,501.0,98.0,1,Excellent,0,0,15,64,retail,No,0
15,GERMAN,Male,12TH GRADE,2.7,No,602.0,170.0,3,Very Good,0,0,9,12,manuf,No,1
21,IRISH,Female,2ND YR COL,1.0,No,507.0,150.0,4,Very Good,0,0,22,84,fin,Yes,0
15,NATIVE-AMERICAN,Female,10TH GRADE,0.0,No,411.0,175.0,5,Fair,0,0,9,8,personal,No,0
15,MEXICAN-AMERICAN,Male,10TH GRADE,1.3,Yes,507.0,135.0,3,Very Good,0,0,4,53,construction,No,0
19,MEXICAN-AMERICAN,Male,12TH GRADE,5.0,No,509.0,205.0,3,Very Good,0,0,3,49,pub,Yes,1
16,AMERICAN,Female,12TH GRADE,4.56,No,507.0,160.0,3,Good,0,0,9,25,pub,Yes,1
21,MEXICAN,Male,2ND YR COL,2.5871,No,507.0,165.0,7,Excellent,0,0,5,17,transp,No,1
15,MEXICAN,Male,2ND YR COL,2.5,No,509.0,190.0,7,Very Good,0,0,11,40,manuf,No,1
20,ENGLISH,Male,4TH YR COL,5.7,No,600.0,180.0,3,Good,0,0,10,81,agri,No,1
22,IRISH,Male,12TH GRADE,3.2,No,508.0,155.0,5,Good,1,0,4,50,wholesale,No,1
19,IRISH,Female,5TH YR COL,3.8,No,506.0,135.0,1,Very Good,1,0,14,40,pro,Yes,1
18,IRISH,Male,2ND YR COL,3.5,No,509.0,200.0,5,Very Good,1,0,5,29,transp,No,1
16,OTHER,Male,12TH GRADE,3.0,No,511.0,190.0,5,Excellent,0,0,2,15,agri,No,1
16,AMERICAN,Female,12TH GRADE,1.5,No,505.0,137.0,4,Excellent,0,0,14,13,retail,No,0
15,AMERICAN,Male,1ST YR COL,3.2,No,600.0,185.0,6,Good,0,0,9,9,pub,No,1
20,ENGLISH,Female,12TH GRADE,1.3,No,502.0,120.0,3,Very Good,0,0,5,84,manuf,No,0
14,INDIAN,Male,10TH GRADE,1.7,No,509.0,145.0,2,Good,1,0,20,15,retail,No,0
20,OTHER,Female,12TH GRADE,0.0,Yes,509.0,132.0,1,Good,0,0,14,20,personal,No,0
20,MEXICAN-AMERICAN,Male,2ND YR COL,4.2,No,600.0,210.0,1,Very Good,0,0,5,55,fin,No,1
18,MEXICAN-AMERICAN,Male,4TH YR COL,4.3,No,601.0,210.0,5,Excellent,1,0,7,43,wholesale,No,1
15,MEXICAN-AMERICAN,Female,3RD YR COL,2.4,No,506.0,130.0,8,Very Good,0,0,8,36,retail,No,1
18,GERMAN,Female,12TH GRADE,2.0,No,507.0,220.0,3,Poor,0,0,4,52,pro,No,1
21,AMERICAN,Male,2ND YR COL,5.4,No,600.0,185.0,5,Excellent,0,0,5,43,construction,No,1
14,AMERICAN,Male,4TH YR COL,3.1,No,604.0,220.0,5,Very Good,0,0,10,75,fin,No,1
18,GERMAN,Male,12TH GRADE,2.2,No,601.0,240.0,4,Excellent,0,1,14,22,manuf,No,1
16,GERMAN,Male,12TH GRADE,0.47,No,601.0,210.0,4,Poor,2,1,11,38,wholesale,No,0
15,OTHER,Female,3RD YR COL,2.2,No,508.0,160.0,2,Very Good,1,0,7,29,manuf,Yes,1
15,GERMAN,Male,1ST YR COL,6.8,No,511.0,175.0,4,Excellent,1,0,8,37,busi,Yes,1
18,AMERICAN,Female,10TH GRADE,0.0,No,504.0,165.0,3,Very Good,0,0,6,21,retail,No,0
21,NATIVE-AMERICAN,Male,12TH GRADE,1.8,No,508.0,200.0,3,Good,0,0,11,28,agri,No,1
15,NATIVE-AMERICAN,Female,12TH GRADE,2.0,No,500.0,103.0,3,Very Good,0,0,2,34,pro,No,1
19,ENGLISH,Female,1ST YR COL,1.1,No,504.0,210.0,3,Very Good,0,0,3,29,retail,No,0
17,CHICANO,Female,12TH GRADE,1.0,No,503.0,165.0,3,Fair,0,0,10,36,retail,No,0
18,IRISH,Female,12TH GRADE,1.73,Yes,504.0,130.0,1,Excellent,0,0,8,44,pro,No,1
21,ITALIAN,Male,2ND YR COL,1.6,No,510.0,165.0,3,Very Good,0,0,2,62,retail,No,0
21,INDIAN,Female,12TH GRADE,3.7,No,502.0,170.0,5,Good,0,0,4,4,transp,No,1
19,AMERICAN,Male,1ST YR COL,4.2,No,600.0,160.0,2,Very Good,3,0,5,8,transp,No,1
22,GERMAN,Female,10TH GRADE,1.9,No,506.0,150.0,1,Excellent,0,0,7,69,transp,No,1
16,NATIVE-AMERICAN,Male,11TH GRADE,2.1,No,602.0,196.0,3,Good,0,0,10,13,busi,No,1
16,ENGLISH,Female,12TH GRADE,0.2,Yes,508.0,130.0,4,Very Good,5,0,9,32,retail,No,0
19,OTHER,Male,12TH GRADE,2.25,No,600.0,185.0,3,Excellent,0,1,17,42,busi,No,1
16,FRENCH,Female,10TH GRADE,0.1,No,503.0,145.0,5,Excellent,1,0,9,15,construction,Yes,0
15,AMERICAN,Male,12TH GRADE,2.4,No,601.0,205.0,5,Very Good,0,0,6,22,manuf,No,1
16,ENGLISH,Female,12TH GRADE,2.2,No,506.0,135.0,10,Very Good,0,0,7,13,manuf,No,1
18,GERMAN,Male,9TH GRADE,3.2,Yes,510.0,195.0,10,Very Good,0,1,13,10,agri,No,1
17,FRENCH,Male,12TH GRADE,2.15,No,508.0,130.0,6,Very Good,3,1,24,41,manuf,No,1
18,AMERICAN,Female,12TH GRADE,0.3,Yes,504.0,105.0,7,Excellent,0,0,7,1,retail,No,0
17,AMERICAN,Female,12TH GRADE,0.0,No,506.0,143.0,7,Very Good,0,0,1,28,manuf,No,0
21,ENGLISH,Female,4TH YR COL,2.3,No,505.0,160.0,3,Good,0,0,7,81,pro,No,1
21,GERMAN,Female,12TH GRADE,3.5,No,507.0,230.0,6,Poor,0,0,1,25,pro,No,1
21,GERMAN,Female,4TH YR COL,0.6,No,500.0,138.0,6,Very Good,0,0,9,92,transp,Yes,0
18,GERMAN,Female,12TH GRADE,1.9,No,502.0,135.0,6,Good,0,0,3,53,manuf,Yes,1
16,GERMAN,Male,12TH GRADE,3.1,No,507.0,180.0,6,Good,1,1,3,13,manuf,No,1
18,ENGLISH,Female,1ST YR COL,2.2,No,507.0,140.0,2,Excellent,0,0,6,52,pro,No,1
14,ENGLISH,Female,12TH GRADE,2.2,No,508.0,135.0,2,Good,0,0,4,14,manuf,No,1
20,GERMAN,Female,12TH GRADE,3.2,No,506.0,125.0,4,Excellent,0,0,11,35,pro,No,1
21,ENGLISH,Female,5TH YR COL,4.5,No,509.0,125.0,2,Good,0,0,7,71,pro,No,1
17,GERMAN,Male,12TH GRADE,1.3997,No,602.0,215.0,5,Very Good,0,0,10,14,agri,No,0
19,ENGLISH,Female,4TH YR COL,0.0,Yes,505.0,120.0,4,Very Good,0,0,4,74,pro,No,0
14,ENGLISH,Male,3RD YR COL,4.0,No,508.0,160.0,5,Excellent,2,0,10,40,pub,No,1
16,ENGLISH,Female,12TH GRADE,3.3,No,500.0,100.0,5,Good,0,0,6,76,pro,Yes,1
15,ENGLISH,Male,12TH GRADE,1.5,No,510.0,190.0,6,Good,1,0,9,23,manuf,No,0
19,OTHER,Male,12TH GRADE,2.1,No,600.0,190.0,3,Very Good,0,0,2,26,manuf,No,1
16,ENGLISH,Female,12TH GRADE,0.2279,No,505.0,175.0,4,Good,0,0,8,9,manuf,No,0
15,ENGLISH,Female,4TH YR COL,3.9585,Yes,506.0,132.0,4,Good,0,0,9,80,pro,No,1
14,ENGLISH,Male,12TH GRADE,3.0,No,507.0,168.0,4,Good,0,0,7,40,construction,No,1
15,FRENCH,Female,2ND YR COL,0.0,Yes,504.0,110.0,8,Excellent,0,0,7,44,manuf,No,0
16,GERMAN,Male,12TH GRADE,4.2,No,600.0,240.0,7,Excellent,3,0,13,80,wholesale,No,1
15,ENGLISH,Female,12TH GRADE,0.733,No,503.0,125.0,7,Very Good,5,0,15,61,retail,No,0
16,GERMAN,Male,2ND YR COL,1.2,No,600.0,160.0,4,Good,0,0,9,81,construction,No,0
21,GERMAN,Male,12TH GRADE,0.95,No,602.0,175.0,3,Excellent,1,0,7,79,agri,No,0
19,OTHER,Female,4TH YR COL,2.1,No,505.0,130.0,3,Very Good,1,0,11,93,pro,Yes,1
19,ENGLISH,Female,12TH GRADE,0.0,No,504.0,160.0,3,Very Good,0,1,5,62,manuf,No,0
19,GERMAN,Female,12TH GRADE,0.0,No,503.0,110.0,5,Very Good,0,0,13,35,personal,Yes,0
17,GERMAN,Male,1ST YR COL,2.8,No,507.0,180.0,5,Good,0,0,6,22,manuf,Yes,1
15,GERMAN,Female,2ND YR COL,1.6,No,504.0,110.0,5,Very Good,0,0,7,53,pro,No,0
20,ENGLISH,Female,12TH GRADE,0.5,No,506.0,197.0,3,Very Good,0,0,5,53,personal,No,0
18,IRISH,Male,4TH YR COL,5.0,No,600.0,165.0,3,Excellent,0,0,10,64,manuf,No,1
20,ENGLISH,Male,12TH GRADE,1.45,No,507.0,130.0,3,Very Good,0,1,19,49,manuf,No,0
16,ENGLISH,Female,12TH GRADE,0.9,Yes,504.0,125.0,3,Very Good,0,0,8,35,pro,Yes,0
20,ENGLISH,Female,12TH GRADE,1.5,No,502.0,120.0,2,Good,0,0,13,69,pub,No,0
19,OTHER,Female,2ND YR COL,1.5,No,502.0,135.0,6,Very Good,0,0,18,19,retail,No,0
17,OTHER,Female,4TH YR COL,2.8,Yes,508.0,135.0,6,Very Good,0,0,4,85,pro,No,1
15,OTHER,Male,4TH YR COL,5.0,No,511.0,160.0,6,Very Good,1,0,8,67,fin,No,1
18,GERMAN,Male,4TH YR COL,2.2,No,511.0,170.0,4,Good,3,0,13,57,busi,No,1
16,ENGLISH,Male,2ND YR COL,2.8,No,511.0,195.0,5,Very Good,0,0,3,40,transp,No,1
14,ENGLISH,Male,4TH YR COL,5.4,Yes,601.0,170.0,5,Very Good,0,0,3,66,pub,Yes,1
18,AMERICAN,Male,2ND YR COL,1.7,No,601.0,175.0,4,Good,0,0,11,12,wholesale,No,0
15,GERMAN,Female,4TH YR COL,2.7,No,504.0,115.0,4,Excellent,0,0,10,78,pro,No,1
19,GERMAN,Male,4TH YR COL,7.5,No,602.0,175.0,5,Very Good,1,0,10,64,fin,No,1
20,GERMAN,Male,12TH GRADE,1.25,No,509.0,120.0,4,Very Good,0,0,22,34,pro,No,0
16,OTHER,Male,12TH GRADE,2.87,No,507.0,148.0,5,Very Good,0,0,18,58,manuf,No,1
14,OTHER,Male,12TH GRADE,2.0,No,503.0,130.0,5,Very Good,0,0,14,19,manuf,No,1
15,GERMAN,Male,2ND YR COL,13.8775,No,601.0,230.0,4,Fair,0,0,8,69,wholesale,No,1
16,GERMAN,Female,1ST YR COL,0.77,No,504.0,140.0,1,Good,0,0,2,47,manuf,No,0
17,GERMAN,Male,2ND YR COL,1.75,No,601.0,227.0,3,Very Good,4,1,19,38,pro,No,1
18,OTHER,Male,12TH GRADE,2.2,No,511.0,150.0,6,Very Good,5,1,9,59,manuf,No,1
17,OTHER,Male,10TH GRADE,2.8,Yes,511.0,160.0,6,Excellent,0,1,8,30,transp,No,1
14,OTHER,Male,12TH GRADE,0.5,No,505.0,135.0,6,Good,3,0,11,14,busi,No,0
17,OTHER,Male,12TH GRADE,2.5,No,509.0,135.0,6,Excellent,0,0,4,87,construction,No,1
18,OTHER,Male,4TH YR COL,3.75,No,604.0,200.0,7,Very Good,0,0,6,86,manuf,No,1
17,GERMAN,Female,1ST YR COL,2.0,No,511.0,133.0,7,Very Good,0,0,18,62,fin,No,1
15,GERMAN,Female,12TH GRADE,0.7,No,507.0,155.0,7,Good,1,0,8,17,retail,No,0
19,GERMAN,Female,4TH YR COL,0.15,No,510.0,130.0,6,Excellent,0,0,20,87,pro,No,0
17,GERMAN,Female,4TH YR COL,0.0,No,506.0,128.0,6,Excellent,0,0,14,92,pro,No,0
14,GERMAN,Female,4TH YR COL,2.68,No,506.0,125.0,6,Very Good,0,0,7,66,pro,No,1
18,IRISH,Male,12TH GRADE,1.8,No,510.0,169.0,3,Excellent,0,0,9,8,manuf,No,1
15,IRISH,Female,12TH GRADE,0.1,No,504.0,155.0,3,Good,2,0,9,68,personal,No,0
18,GERMAN,Male,1ST YR COL,2.9,No,511.0,177.0,5,Very Good,0,0,6,80,transp,No,1
18,GERMAN,Male,12TH GRADE,2.2,Yes,600.0,200.0,4,Good,0,0,4,25,agri,No,1
14,ENGLISH,Female,2ND YR COL,3.0,No,508.0,140.0,3,Very Good,0,0,7,89,transp,No,1
17,GERMAN,Male,1ST YR COL,2.0,No,603.0,180.0,5,Excellent,1,0,4,42,agri,No,1
14,GERMAN,Female,12TH GRADE,0.21,No,506.0,170.0,5,Very Good,0,0,3,42,personal,No,0
16,GERMAN,Female,4TH YR COL,0.5,No,508.0,128.0,6,Very Good,1,0,7,94,fin,Yes,0
22,GERMAN,Female,5TH YR COL,2.0,No,506.0,115.0,6,Excellent,0,0,8,93,pro,No,1
21,GERMAN,Male,2ND YR COL,3.4,No,601.0,165.0,3,Very Good,0,0,2,79,wholesale,No,1
16,GERMAN,Female,4TH YR COL,4.327,No,503.0,170.0,4,Very Good,0,0,15,79,busi,No,1
16,GERMAN,Male,6TH YR COL,2.5,No,602.0,170.0,5,Very Good,0,0,6,61,pro,No,1
15,GERMAN,Male,5TH YR COL,1.6,No,603.0,180.0,5,Good,1,0,8,49,retail,No,0
18,GERMAN,Male,12TH GRADE,2.6,No,605.0,290.0,3,Poor,0,0,5,58,agri,No,1
20,OTHER,Female,3RD YR COL,1.7,No,506.0,170.0,5,Very Good,0,0,5,86,pro,No,0
15,OTHER,Male,3RD YR COL,5.2,No,601.0,195.0,5,Excellent,0,0,8,70,fin,Yes,1
16,GERMAN,Male,12TH GRADE,2.1,Yes,600.0,180.0,6,Very Good,0,0,4,55,agri,No,1
18,OTHER,Male,12TH GRADE,3.5,No,511.0,170.0,3,Excellent,1,0,2,81,agri,No,1
20,GERMAN,Male,12TH GRADE,3.5,No,600.0,220.0,8,Very Good,5,0,14,21,construction,No,1
15,GERMAN,Female,1ST YR COL,2.5,No,507.0,140.0,8,Very Good,0,0,7,44,retail,No,1
21,GERMAN,Female,4TH YR COL,1.8,No,507.0,145.0,3,Very Good,0,0,2,63,pro,Yes,1
15,ENGLISH,Male,10TH GRADE,1.8,Yes,505.0,125.0,4,Good,3,0,13,14,construction,No,1
14,GERMAN,Female,12TH GRADE,0.0,No,504.0,135.0,4,Good,0,0,5,37,personal,No,0
16,ENGLISH,Male,4TH YR COL,2.9,No,600.0,155.0,3,Excellent,3,0,11,76,pro,Yes,1
20,IRISH,Male,4TH YR COL,2.6,No,511.0,175.0,5,Excellent,1,0,5,63,retail,Yes,1
18,GERMAN,Male,4TH YR COL,4.5,No,600.0,165.0,8,Excellent,0,0,3,97,retail,No,1
17,GERMAN,Male,12TH GRADE,8.0,No,600.0,185.0,8,Very Good,0,0,14,74,transp,No,1
16,GERMAN,Male,12TH GRADE,5.0,No,511.0,190.0,8,Excellent,0,0,10,52,manuf,No,1
17,GERMAN,Male,5TH YR COL,4.1178,No,600.0,170.0,6,Good,0,0,6,91,pro,No,1
16,GERMAN,Male,4TH YR COL,5.0,No,605.0,195.0,6,Very Good,3,0,8,87,fin,Yes,1
18,GERMAN,Female,12TH GRADE,0.9,No,502.0,115.0,6,Excellent,1,0,8,76,personal,No,0
21,GERMAN,Female,12TH GRADE,1.9,No,507.0,125.0,3,Good,0,0,10,71,pro,No,1
15,GERMAN,Male,10TH GRADE,0.03,No,505.0,150.0,5,Poor,1,0,8,2,construction,No,0
19,GERMAN,Female,1ST YR COL,1.8,No,504.0,182.0,7,Good,0,0,6,55,pro,Yes,1
18,GERMAN,Female,2ND YR COL,3.8,No,504.0,140.0,7,Good,1,0,9,61,retail,No,1
14,GERMAN,Female,12TH GRADE,2.1,No,503.0,160.0,8,Fair,0,0,4,80,retail,Yes,1
19,OTHER,Male,4TH YR COL,2.56,No,600.0,195.0,6,Very Good,0,0,12,84,transp,No,1
18,OTHER,Male,1ST YR COL,0.8,No,601.0,220.0,6,Excellent,0,0,5,79,agri,No,0
17,GERMAN,Male,12TH GRADE,2.1,No,508.0,165.0,5,Very Good,0,0,2,66,retail,No,1
16,GERMAN,Female,12TH GRADE,1.6,No,503.0,200.0,5,Very Good,0,0,2,29,pro,No,0
