climbRate,Sgz,p,q,curRoll,absRoll,diffClb,diffRollRate,diffDiffClb,SaTime1,SaTime2,SaTime3,SaTime4,diffSaTime1,diffSaTime2,diffSaTime3,diffSaTime4,Sa,binaryClass
24.0,-38.0,0.31,-0.09,0.9,-7.0,4.0,-0.008,1.3,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
13.0,-33.0,-0.48,0.02,-0.9,-9.0,0.0,0.002,0.1,-0.0005,-0.0005,-0.0005,-0.0006,0.0,0.0,0.0,0.0,-0.0006,P
306.0,-19.0,0.41,-0.01,-1.3,-9.0,6.0,0.011,-0.2,-0.0004,-0.0004,-0.0004,-0.0003,-0.0001,0.0,-0.0001,0.0,-0.0003,P
365.0,-2.0,0.43,0.01,0.1,-8.0,2.0,-0.002,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,-0.0001,0.0,0.0,0.0,-0.0005,P
368.0,4.0,0.39,0.14,0.5,-8.0,-5.0,-0.009,-2.3,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,P
-49.0,14.0,0.15,0.13,1.4,-7.0,-13.0,-0.008,-0.1,-0.0004,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
-406.0,1.0,0.13,0.1,1.9,-6.0,-11.0,-0.002,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-602.0,-36.0,0.05,0.05,2.3,-6.0,-5.0,-0.005,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-414.0,-67.0,-0.06,-0.07,2.3,-6.0,9.0,-0.004,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
442.0,-67.0,-0.13,-0.12,1.7,-6.0,14.0,0.0,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
545.0,-53.0,-0.12,-0.05,1.5,-7.0,2.0,0.002,1.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
453.0,-24.0,-0.07,0.05,1.2,-7.0,-5.0,0.003,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
76.0,-5.0,0.04,0.11,1.1,-7.0,-11.0,0.002,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-164.0,-7.0,0.04,0.12,1.2,-7.0,-12.0,-0.002,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-203.0,-14.0,0.04,-0.01,1.3,-7.0,1.0,-0.001,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
129.0,-18.0,0.04,-0.07,1.5,-7.0,8.0,-0.001,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
192.0,-13.0,0.03,-0.03,1.5,-6.0,1.0,-0.002,0.6,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
208.0,-3.0,-0.13,0.01,1.4,-7.0,0.0,-0.006,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
37.0,6.0,-0.26,0.07,0.8,-7.0,-7.0,-0.003,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
8.0,6.0,-0.28,0.02,0.2,-8.0,-1.0,-0.001,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
259.0,24.0,0.17,-0.01,-0.7,-9.0,4.0,0.01,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,P
254.0,31.0,0.3,0.04,-0.4,-8.0,-6.0,0.008,0.4,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
202.0,34.0,0.35,0.16,0.1,-8.0,-12.0,0.004,-1.9,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
176.0,35.0,0.36,0.13,0.1,-8.0,-14.0,0.004,-0.7,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0.0,0.0,0.0,-0.0004,P
44.0,37.0,0.35,0.12,0.5,-8.0,-15.0,-0.006,0.5,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
-237.0,35.0,0.22,0.18,0.9,-7.0,-22.0,-0.01,0.7,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,P
-482.0,25.0,0.12,0.15,1.2,-7.0,-13.0,-0.007,-0.7,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
-582.0,14.0,0.05,-0.04,1.3,-7.0,3.0,-0.006,1.9,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
-553.0,1.0,0.05,-0.02,1.4,-7.0,3.0,0.002,0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-313.0,-24.0,0.11,-0.07,1.6,-6.0,9.0,0.001,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-242.0,-36.0,-0.05,0.01,1.8,-6.0,0.0,-0.007,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
88.0,-44.0,-0.2,0.0,0.6,-7.0,2.0,0.003,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
116.0,-38.0,-0.2,0.02,0.1,-8.0,1.0,0.0,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
254.0,-31.0,-0.17,-0.05,-0.5,-8.0,7.0,0.002,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
299.0,-24.0,-0.14,0.01,-0.7,-9.0,-2.0,0.002,0.4,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
399.0,1.0,0.21,0.0,-0.6,-8.0,2.0,0.007,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-176.0,17.0,0.16,0.14,0.9,-7.0,-14.0,-0.006,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
-325.0,10.0,0.04,0.1,1.1,-7.0,-8.0,-0.009,-0.6,-0.0005,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,P
-163.0,-10.0,-0.12,-0.05,0.9,-7.0,6.0,-0.004,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
197.0,-8.0,0.0,-0.06,0.6,-7.0,8.0,0.003,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
390.0,6.0,0.02,-0.05,0.7,-7.0,7.0,0.0,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
434.0,15.0,0.01,0.03,0.7,-7.0,-3.0,-0.001,-0.5,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
311.0,32.0,-0.02,0.08,0.7,-7.0,-7.0,-0.002,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
70.0,39.0,-0.05,0.15,0.7,-7.0,-13.0,-0.005,-0.3,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
-174.0,38.0,-0.1,0.19,0.6,-7.0,-23.0,-0.005,0.4,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
-292.0,36.0,-0.12,0.04,0.5,-7.0,-19.0,-0.003,1.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
-316.0,29.0,-0.13,-0.07,0.4,-8.0,8.0,-0.002,1.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
-21.0,19.0,0.06,-0.06,0.3,-8.0,7.0,0.004,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
42.0,20.0,0.12,0.01,0.4,-8.0,2.0,0.003,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
35.0,20.0,0.14,0.1,0.6,-7.0,-7.0,0.002,-1.5,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-286.0,10.0,-0.04,0.08,0.9,-7.0,-8.0,-0.005,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
256.0,1.0,-0.05,-0.05,-0.1,-8.0,7.0,0.003,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
306.0,14.0,0.03,0.02,-0.2,-8.0,0.0,0.002,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
-328.0,17.0,0.04,0.08,0.7,-7.0,-8.0,-0.004,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
-379.0,8.0,-0.04,0.04,0.7,-7.0,0.0,-0.007,-0.4,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,P
-265.0,-10.0,-0.17,-0.03,0.4,-8.0,5.0,-0.004,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
384.0,0.0,0.19,-0.05,0.6,-7.0,7.0,0.002,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
296.0,20.0,0.2,0.07,1.2,-7.0,-7.0,-0.002,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-245.0,24.0,-0.37,0.1,0.9,-7.0,-10.0,-0.009,0.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0001,0.0,0.0,0.0,-0.0006,P
-258.0,17.0,-0.42,0.01,0.2,-8.0,7.0,-0.003,-1.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
104.0,10.0,-0.02,-0.05,-1.1,-9.0,8.0,0.01,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0.0,0.0,0.0,-0.0004,P
45.0,13.0,0.12,0.1,-1.0,-9.0,-14.0,0.006,1.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-329.0,9.0,0.19,0.21,-0.6,-9.0,-20.0,0.002,-0.3,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
-475.0,-6.0,0.2,-0.06,-0.3,-8.0,8.0,-0.001,0.8,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
-453.0,-16.0,0.13,0.02,0.1,-8.0,-5.0,-0.008,0.6,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,P
-435.0,-25.0,0.07,-0.04,0.2,-8.0,7.0,-0.005,0.4,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
195.0,-39.0,-0.03,-0.09,0.2,-8.0,12.0,-0.001,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
440.0,-18.0,-0.05,-0.03,0.1,-8.0,5.0,-0.001,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
449.0,6.0,-0.06,0.03,-0.1,-8.0,-2.0,-0.001,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
-6.0,24.0,-0.09,0.15,-0.4,-8.0,-15.0,-0.001,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
-118.0,23.0,-0.08,-0.06,-0.5,-8.0,-4.0,0.001,3.3,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
9.0,20.0,-0.04,-0.03,-0.6,-9.0,6.0,0.002,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
45.0,20.0,-0.02,0.07,-0.7,-9.0,-2.0,0.001,-1.5,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
55.0,23.0,0.19,0.02,-0.3,-8.0,1.0,0.004,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-107.0,21.0,-0.17,0.04,0.0,-8.0,-3.0,-0.004,0.0,-0.0005,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,P
105.0,19.0,-0.1,-0.03,-0.7,-9.0,5.0,0.002,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
129.0,22.0,-0.08,0.03,-0.8,-9.0,-3.0,0.002,0.4,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
-301.0,4.0,-0.36,0.09,-0.3,-19.0,7.0,-0.001,0.2,-0.0018,-0.0018,-0.0018,-0.0018,0.0,0.0,0.0,0.0,-0.0018,N
-286.0,3.0,-0.36,0.09,-0.4,-19.0,8.0,0.0,0.3,-0.0016,-0.0018,-0.0018,-0.0018,0.0001,0.0,0.0,0.0,-0.0018,N
-176.0,-5.0,-0.22,0.15,-1.0,-20.0,4.0,0.008,0.2,-0.0016,-0.0016,-0.0016,-0.0016,0.0,0.0,0.0,0.0,-0.0016,N
-79.0,-10.0,0.05,0.17,-1.2,-20.0,3.0,0.011,-0.2,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,0.0,0.0,-0.0015,N
-260.0,-17.0,0.31,0.3,-0.7,-20.0,-10.0,0.01,-0.2,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,N
-327.0,-22.0,0.42,0.06,-0.3,-19.0,1.0,0.012,2.5,-0.0014,-0.0013,-0.0013,-0.0013,-0.0002,0.0,0.0,0.0,-0.0013,N
-352.0,-34.0,0.25,0.21,0.6,-18.0,-5.0,-0.015,0.1,-0.0019,-0.0019,-0.0019,-0.0019,0.0,0.0,0.0,0.0,-0.0019,N
-143.0,-45.0,0.06,0.03,0.9,-18.0,15.0,-0.009,-1.1,-0.0016,-0.0017,-0.0017,-0.0017,0.0001,0.0,0.0,0.0,-0.0017,N
-86.0,-45.0,0.04,-0.03,0.9,-18.0,14.0,-0.004,0.1,-0.0015,-0.0015,-0.0015,-0.0016,0.0,0.0,0.0001,0.0,-0.0016,N
185.0,-44.0,-0.18,0.01,0.8,-18.0,13.0,-0.017,0.1,-0.0019,-0.0019,-0.0019,-0.0019,0.0,0.0,0.0,0.0,-0.0019,N
272.0,-36.0,-0.46,0.19,0.3,-19.0,-7.0,-0.016,0.6,-0.002,-0.002,-0.002,-0.002,0.0,0.0,0.0,0.0,-0.002,N
257.0,-27.0,-0.42,0.19,-0.8,-20.0,0.0,0.01,0.1,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,0.0,0.0,-0.0015,N
20.0,-13.0,0.21,0.28,-1.3,-20.0,-8.0,0.01,-0.2,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,N
-191.0,-19.0,0.37,0.26,0.6,-18.0,-8.0,-0.011,-0.3,-0.0016,-0.0016,-0.0016,-0.0016,0.0,0.0,0.0,0.0,-0.0016,N
-238.0,-21.0,0.3,0.26,0.8,-18.0,-9.0,-0.016,-0.2,-0.0019,-0.0018,-0.0018,-0.0018,-0.0002,0.0,0.0,0.0,-0.0018,N
-296.0,-38.0,-0.43,0.17,0.6,-18.0,-1.0,-0.02,-0.2,-0.0019,-0.0019,-0.0019,-0.0019,0.0,0.0,0.0,0.0,-0.0019,N
-224.0,-46.0,-0.64,0.14,-0.5,-19.0,7.0,-0.01,-0.5,-0.0016,-0.0018,-0.0018,-0.0018,0.0002,0.0,0.0,0.0,-0.0018,N
-212.0,-47.0,-0.66,0.14,-0.6,-20.0,6.0,-0.009,-0.4,-0.0014,-0.0016,-0.0016,-0.0018,0.0002,0.0,0.0002,0.0,-0.0018,N
-200.0,-48.0,-0.65,0.11,-0.8,-20.0,6.0,0.002,0.0,-0.0012,-0.0014,-0.0014,-0.0016,0.0003,0.0,0.0002,0.0,-0.0016,N
-139.0,-54.0,-0.07,0.21,-1.7,-21.0,1.0,0.023,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,N
-68.0,-57.0,0.31,0.02,-1.6,-20.0,14.0,0.028,1.3,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,N
45.0,-55.0,0.33,0.2,-0.3,-19.0,-2.0,-0.009,-0.3,-0.0018,-0.0017,-0.0017,-0.0016,-0.0002,0.0,-0.0002,0.0,-0.0016,N
78.0,-52.0,-0.24,0.17,-0.2,-19.0,1.0,-0.016,-0.2,-0.0018,-0.0018,-0.0018,-0.0018,0.0,0.0,0.0,0.0,-0.0018,N
133.0,-50.0,-0.42,0.12,-0.7,-20.0,8.0,-0.013,0.0,-0.0018,-0.0018,-0.0018,-0.0018,0.0,0.0,0.0,0.0,-0.0018,N
149.0,-50.0,-0.45,0.14,-0.8,-20.0,8.0,-0.013,-0.5,-0.0016,-0.0018,-0.0018,-0.0018,0.0002,0.0,0.0,0.0,-0.0018,N
252.0,-44.0,-0.26,0.13,-1.5,-20.0,7.0,0.019,0.2,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,N
307.0,-30.0,0.34,0.2,-1.4,-20.0,1.0,0.021,-0.3,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,N
187.0,-21.0,0.54,0.27,-0.5,-19.0,-10.0,0.005,0.3,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,N
61.0,-18.0,0.5,0.32,0.3,-19.0,-14.0,-0.012,-0.6,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,0.0,0.0,-0.0015,N
-48.0,-23.0,-0.53,0.17,0.3,-19.0,0.0,-0.013,0.0,-0.0017,-0.0017,-0.0017,-0.0017,0.0,0.0,0.0,0.0,-0.0017,N
41.0,-24.0,-0.47,0.09,-0.7,-20.0,12.0,0.013,-0.4,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,N
140.0,-23.0,-0.32,0.07,-1.1,-20.0,10.0,0.017,0.3,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,N
235.0,-19.0,-0.13,0.18,-1.3,-20.0,6.0,0.019,-1.3,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,N
256.0,-12.0,0.17,0.2,-1.3,-20.0,-3.0,0.017,0.2,-0.0011,-0.0011,-0.0011,-0.0011,-0.0002,0.0,0.0,0.0,-0.0011,N
80.0,-4.0,0.44,0.29,-0.5,-19.0,-10.0,0.008,-0.4,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,N
-50.0,-4.0,0.37,0.26,0.3,-19.0,-8.0,-0.012,-0.5,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,0.0,0.0,-0.0015,N
-121.0,-6.0,0.24,0.17,0.7,-18.0,-2.0,-0.011,0.6,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,0.0,0.0,-0.0015,N
-124.0,-10.0,-0.08,0.16,0.8,-18.0,1.0,-0.019,-0.4,-0.0017,-0.0017,-0.0017,-0.0017,0.0,0.0,0.0,0.0,-0.0017,N
-28.0,-13.0,-0.43,0.1,0.3,-19.0,5.0,-0.015,0.0,-0.0016,-0.0016,-0.0016,-0.0016,0.0,0.0,0.0,0.0,-0.0016,N
8.0,-13.0,-0.5,0.17,0.0,-19.0,6.0,-0.009,-0.4,-0.0011,-0.0014,-0.0014,-0.0016,0.0002,0.0,0.0002,0.0,-0.0016,N
26.0,-12.0,-0.1,0.19,-0.9,-20.0,0.0,0.016,-0.1,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,N
27.0,-12.0,-0.04,0.19,-0.9,-20.0,0.0,0.016,0.0,-0.001,-0.001,-0.001,-0.0011,0.0,0.0,0.0001,0.0,-0.0011,N
-23.0,-12.0,0.23,0.22,-0.8,-20.0,-6.0,0.021,0.4,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,N
-52.0,-13.0,0.47,0.16,-0.4,-19.0,2.0,0.019,0.5,-0.0011,-0.0009,-0.0009,-0.0009,-0.0002,0.0,0.0,0.0,-0.0009,N
-223.0,-19.0,0.13,0.24,0.9,-18.0,-9.0,-0.018,-0.1,-0.0016,-0.0016,-0.0016,-0.0016,0.0,0.0,0.0,0.0,-0.0016,N
-289.0,-23.0,-0.04,0.13,0.9,-18.0,-3.0,-0.017,1.3,-0.0016,-0.0016,-0.0016,-0.0016,0.0,0.0,0.0,0.0,-0.0016,N
-215.0,-37.0,-0.45,0.14,0.1,-19.0,3.0,-0.011,-0.1,-0.0014,-0.0015,-0.0015,-0.0015,0.0002,0.0,0.0,0.0,-0.0015,N
-257.0,-46.0,-0.21,0.23,-1.0,-20.0,-4.0,0.012,-0.3,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,N
-238.0,-56.0,0.13,0.16,-1.1,-20.0,2.0,0.015,0.0,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,N
66.0,-61.0,0.54,0.05,0.1,-19.0,12.0,0.01,-0.1,-0.0012,-0.001,-0.001,-0.001,-0.0003,0.0,0.0,0.0,-0.001,N
90.0,-61.0,0.56,0.05,0.2,-19.0,12.0,0.01,-0.2,-0.0013,-0.0012,-0.0012,-0.001,-0.0003,0.0,-0.0003,0.0,-0.001,N
240.0,-57.0,0.38,0.04,0.9,-18.0,12.0,-0.018,-0.1,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,0.0,0.0,-0.0015,P
570.0,-45.0,-0.08,-0.04,1.2,-18.0,18.0,-0.025,-0.6,-0.0017,-0.0017,-0.0017,-0.0017,0.0,0.0,0.0,0.0,-0.0017,N
692.0,-24.0,-0.53,0.39,0.7,-18.0,-17.0,-0.027,-2.6,-0.0017,-0.0018,-0.0018,-0.0018,0.0001,0.0,0.0,0.0,-0.0018,N
552.0,-16.0,-0.7,0.39,0.2,-19.0,-18.0,-0.019,-0.7,-0.0016,-0.0017,-0.0017,-0.0017,0.0001,0.0,0.0,0.0,-0.0017,N
516.0,-14.0,-0.73,0.4,0.0,-19.0,-20.0,-0.018,-1.2,-0.0014,-0.0016,-0.0016,-0.0017,0.0002,0.0,0.0001,0.0,-0.0017,N
116.0,-3.0,-0.44,0.38,-1.3,-20.0,-19.0,0.024,-0.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,N
-48.0,-3.0,-0.2,0.27,-1.6,-21.0,-12.0,0.024,1.4,-0.0009,-0.0009,-0.0009,-0.0009,0.0001,0.0,0.0,0.0,-0.0009,N
-171.0,-7.0,0.38,0.25,-1.5,-20.0,-6.0,0.027,-0.4,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,N
-204.0,-9.0,0.52,0.34,-1.2,-20.0,-7.0,0.018,-0.6,-0.0011,-0.0011,-0.0011,-0.0009,0.0,0.0,-0.0003,0.0,-0.0009,N
-314.0,-16.0,0.56,0.12,-0.4,-19.0,7.0,0.001,1.3,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,N
-301.0,-17.0,0.56,0.19,-0.3,-19.0,6.0,0.001,-1.0,-0.0013,-0.0012,-0.0012,-0.0012,-0.0002,0.0,0.0,0.0,-0.0012,N
-237.0,-28.0,0.2,0.13,0.8,-18.0,2.0,-0.019,0.1,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,0.0,0.0,-0.0015,N
-33.0,-36.0,-0.37,0.09,0.5,-19.0,7.0,-0.015,-0.1,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,0.0,0.0,-0.0015,N
9.0,-36.0,-0.45,0.16,0.3,-19.0,7.0,-0.014,-0.5,-0.0012,-0.0014,-0.0014,-0.0015,0.0002,0.0,0.0001,0.0,-0.0015,N
-33.0,-36.0,-0.38,0.21,-0.4,-19.0,-9.0,0.01,0.7,-0.0009,-0.001,-0.001,-0.0011,0.0001,0.0,0.0001,0.0,-0.0011,N
-18.0,-37.0,-0.13,0.07,-0.7,-20.0,12.0,0.022,0.8,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,P
158.0,-35.0,0.37,0.09,-0.5,-19.0,10.0,0.028,-0.4,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,N
236.0,-13.0,-0.12,0.15,0.9,-18.0,0.0,-0.01,-0.1,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,N
128.0,-5.0,-0.24,0.21,0.4,-19.0,-6.0,-0.004,-0.2,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,N
-52.0,-2.0,0.01,0.21,-0.3,-19.0,-5.0,0.006,-0.1,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,N
-80.0,-6.0,-0.03,0.17,-0.3,-19.0,-1.0,-0.003,-0.2,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,N
-81.0,-7.0,-0.04,0.17,-0.3,-19.0,-1.0,-0.003,-0.1,-0.0013,-0.0013,-0.0013,-0.0013,-0.0002,0.0,0.0,0.0,-0.0013,P
12.0,-9.0,-0.18,0.13,-0.6,-19.0,5.0,-0.006,0.0,-0.0012,-0.0013,-0.0013,-0.0013,0.0001,0.0,0.0,0.0,-0.0013,N
38.0,-8.0,-0.18,0.18,-0.7,-20.0,4.0,0.004,-0.3,-0.001,-0.0011,-0.0011,-0.0012,0.0001,0.0,0.0001,0.0,-0.0012,N
-56.0,-8.0,0.33,0.2,-0.4,-19.0,-5.0,0.016,0.2,-0.001,-0.0009,-0.0009,-0.0009,-0.0002,0.0,0.0,0.0,-0.0009,N
-109.0,-12.0,0.39,0.17,0.9,-18.0,-3.0,-0.005,-0.2,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,P
63.0,-15.0,-0.03,0.08,1.6,-17.0,6.0,-0.013,-0.1,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,P
