median_house_value,median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,binaryClass
264600.0,5.6825,24,3430.0,548.0,1601.0,512.0,33.71,N
252900.0,5.3737,26,2553.0,405.0,1337.0,411.0,33.71,N
286100.0,5.8195,25,3273.0,478.0,1645.0,497.0,33.71,N
229400.0,4.0345,25,2017.0,357.0,1063.0,369.0,33.7,N
239200.0,4.4148,17,1997.0,340.0,952.0,341.0,33.7,N
213000.0,3.7479,17,3386.0,729.0,1715.0,666.0,33.69,N
247200.0,5.7117,16,2437.0,438.0,986.0,422.0,33.69,N
265100.0,5.6765,25,3906.0,660.0,1809.0,622.0,33.67,N
281500.0,5.8541,22,3914.0,600.0,1871.0,607.0,33.66,N
382100.0,7.0173,16,5143.0,652.0,2209.0,637.0,33.67,N
333300.0,7.5699,19,5925.0,744.0,2302.0,729.0,33.66,N
350600.0,7.0151,23,5379.0,684.0,1826.0,555.0,33.65,N
339300.0,5.3674,26,2379.0,336.0,988.0,346.0,33.65,N
344000.0,6.1572,25,2482.0,360.0,960.0,352.0,33.63,N
289800.0,5.7395,24,4462.0,689.0,1943.0,712.0,33.65,N
343300.0,7.8453,21,2030.0,318.0,910.0,311.0,33.65,N
363100.0,4.0229,18,3603.0,879.0,1549.0,756.0,33.65,N
383900.0,6.8939,17,2054.0,291.0,836.0,288.0,33.61,N
269800.0,6.2984,18,3698.0,574.0,2046.0,614.0,33.73,N
219700.0,3.4679,18,3833.0,1056.0,2192.0,996.0,33.73,N
240400.0,6.0494,24,2826.0,547.0,1738.0,546.0,33.72,N
243100.0,5.2655,28,3109.0,561.0,1891.0,562.0,33.72,N
264700.0,5.8252,7,5664.0,1174.0,2493.0,1101.0,33.67,N
279400.0,6.1624,26,3527.0,547.0,1615.0,542.0,33.66,N
330700.0,6.979,17,4466.0,640.0,2166.0,666.0,33.67,N
180300.0,2.8061,14,6090.0,1338.0,1974.0,1248.0,33.66,N
369100.0,7.3982,14,3396.0,477.0,1542.0,472.0,33.68,N
281900.0,6.2473,24,4177.0,624.0,1704.0,606.0,33.68,N
332900.0,6.8039,17,2603.0,373.0,1265.0,382.0,33.68,N
390800.0,7.3731,16,4508.0,598.0,2221.0,623.0,33.68,N
232100.0,5.5105,26,1616.0,292.0,700.0,241.0,33.68,N
447700.0,5.888,13,2902.0,536.0,1125.0,490.0,33.67,N
397600.0,5.041,16,3581.0,780.0,1644.0,774.0,33.67,N
429200.0,4.355,19,4559.0,1045.0,1949.0,910.0,33.66,N
442700.0,4.2289,25,4041.0,903.0,1689.0,784.0,33.66,N
408300.0,2.8352,38,2548.0,646.0,755.0,399.0,33.65,N
273600.0,4.7245,13,4000.0,883.0,1999.0,881.0,33.68,N
186900.0,3.5848,18,2024.0,462.0,1047.0,451.0,33.68,N
234600.0,4.2165,15,3141.0,664.0,1729.0,633.0,33.67,N
216700.0,3.4899,14,3305.0,841.0,2272.0,769.0,33.68,N
282200.0,4.625,19,3808.0,790.0,1776.0,756.0,33.67,N
350000.0,4.0385,12,2228.0,479.0,1122.0,488.0,33.67,N
262500.0,3.5859,17,1692.0,427.0,903.0,423.0,33.67,N
252900.0,3.2353,16,2809.0,708.0,1260.0,638.0,33.66,N
353100.0,4.6591,29,1330.0,293.0,613.0,236.0,33.66,N
268800.0,3.0625,14,3155.0,653.0,951.0,575.0,33.66,N
271400.0,4.3409,11,3969.0,834.0,1508.0,754.0,33.62,N
477700.0,10.1154,5,7017.0,935.0,2427.0,867.0,33.65,N
285400.0,6.4858,12,5241.0,985.0,2048.0,943.0,33.68,N
387800.0,4.8125,34,3712.0,667.0,1521.0,632.0,33.67,N
279700.0,4.0121,19,4808.0,1029.0,2422.0,971.0,33.71,N
237500.0,2.7614,18,1994.0,578.0,3031.0,577.0,33.71,N
216700.0,2.7865,17,1600.0,458.0,1803.0,432.0,33.71,N
331900.0,5.3886,23,5554.0,995.0,2408.0,936.0,33.71,N
285700.0,6.3047,23,5069.0,770.0,2473.0,769.0,33.7,N
267800.0,4.4453,22,8844.0,1706.0,4404.0,1594.0,33.72,N
302500.0,6.7418,23,4095.0,578.0,1766.0,589.0,33.73,N
336900.0,5.1384,24,6393.0,1141.0,2743.0,1057.0,33.73,N
261000.0,5.163,24,5203.0,957.0,2465.0,946.0,33.72,N
237800.0,4.6649,24,7141.0,1330.0,3418.0,1268.0,33.72,N
250900.0,3.8365,24,2104.0,421.0,1181.0,414.0,33.73,N
342800.0,6.7395,26,2236.0,280.0,809.0,282.0,33.73,N
220800.0,3.1912,20,3182.0,884.0,1770.0,817.0,33.73,N
255700.0,5.5514,26,1787.0,275.0,801.0,270.0,33.72,N
134800.0,4.2875,17,2801.0,649.0,1473.0,535.0,33.72,N
188500.0,3.628,14,2127.0,537.0,1338.0,475.0,33.72,N
295600.0,4.7515,18,6565.0,1357.0,3079.0,1248.0,33.71,N
302700.0,7.248,24,3856.0,567.0,1741.0,588.0,33.7,N
500001.0,11.5199,3,945.0,115.0,337.0,123.0,33.69,N
248800.0,4.625,13,4013.0,903.0,1999.0,859.0,33.7,N
216400.0,5.3259,16,1476.0,294.0,886.0,270.0,33.69,N
350000.0,1.6705,12,2480.0,858.0,1441.0,788.0,33.69,N
287800.0,5.8623,24,2598.0,443.0,1184.0,435.0,33.71,N
395300.0,7.7854,15,3244.0,421.0,1259.0,413.0,33.7,N
271400.0,6.0,26,1483.0,251.0,738.0,235.0,33.71,N
437900.0,9.5268,13,5126.0,711.0,2429.0,718.0,33.67,N
169400.0,4.7821,14,4494.0,1048.0,2222.0,963.0,33.72,N
188900.0,4.1862,14,2673.0,687.0,1192.0,656.0,33.72,N
182500.0,4.0238,15,1836.0,490.0,942.0,477.0,33.72,N
295100.0,5.883,13,4770.0,969.0,2261.0,972.0,33.7,N
396900.0,6.0102,12,4014.0,868.0,1605.0,769.0,33.71,N
380000.0,6.6188,32,6239.0,974.0,2615.0,950.0,33.75,N
400000.0,4.7773,37,997.0,262.0,531.0,282.0,33.74,N
346400.0,5.4011,15,2569.0,812.0,785.0,477.0,33.75,N
500001.0,4.8482,43,1222.0,303.0,565.0,309.0,33.74,N
422200.0,4.6369,44,1671.0,390.0,871.0,367.0,33.74,N
390500.0,5.0926,24,1608.0,314.0,592.0,314.0,33.75,N
495500.0,4.537,33,2119.0,524.0,872.0,465.0,33.74,N
457100.0,4.6528,31,1310.0,342.0,563.0,310.0,33.74,N
500001.0,5.0476,32,1258.0,333.0,645.0,334.0,33.73,N
500001.0,4.2287,32,2035.0,520.0,934.0,512.0,33.74,N
485000.0,4.9044,24,1240.0,296.0,513.0,254.0,33.72,N
500001.0,5.1824,32,1179.0,250.0,369.0,209.0,33.72,N
500001.0,8.7397,19,1397.0,271.0,491.0,197.0,33.71,N
500001.0,5.7704,17,4573.0,937.0,1619.0,796.0,33.72,N
461600.0,8.8281,25,4150.0,570.0,1424.0,547.0,33.71,N
500001.0,9.8177,22,4311.0,531.0,1426.0,533.0,33.72,N
401700.0,9.8346,13,1822.0,313.0,643.0,303.0,33.73,N
500001.0,15.0001,14,2665.0,331.0,964.0,319.0,33.72,N
500001.0,10.5424,16,4392.0,602.0,1490.0,578.0,33.73,N
340700.0,7.1673,14,2021.0,396.0,696.0,367.0,33.72,N
266100.0,5.0699,25,2472.0,450.0,1301.0,467.0,33.73,N
226100.0,5.2589,17,1875.0,472.0,900.0,406.0,33.72,N
174500.0,3.8038,22,5416.0,1271.0,2260.0,1184.0,33.72,N
62000.0,1.8015,26,1388.0,409.0,515.0,392.0,33.77,N
87500.0,2.1944,26,2461.0,562.0,971.0,544.0,33.77,N
67500.0,2.2708,26,2013.0,551.0,664.0,510.0,33.77,N
68500.0,1.9074,26,3083.0,806.0,960.0,723.0,33.77,N
46900.0,1.4617,25,1995.0,637.0,743.0,597.0,33.76,N
58500.0,1.808,26,1625.0,440.0,533.0,414.0,33.76,N
61300.0,1.7675,26,5359.0,1508.0,1829.0,1393.0,33.77,N
54300.0,1.6111,26,1967.0,577.0,692.0,538.0,33.76,N
46700.0,1.2813,26,996.0,364.0,366.0,313.0,33.76,N
71300.0,2.0952,27,529.0,159.0,193.0,155.0,33.76,N
67500.0,1.7208,27,2301.0,640.0,847.0,627.0,33.77,N
176000.0,2.925,26,1876.0,455.0,1499.0,436.0,33.76,N
186000.0,4.525,30,3380.0,722.0,2269.0,652.0,33.75,N
137500.0,2.7589,26,1382.0,387.0,1977.0,368.0,33.75,N
316700.0,6.394,25,2767.0,346.0,1148.0,372.0,33.74,N
214800.0,4.25,27,2905.0,587.0,1781.0,561.0,33.76,N
231200.0,5.7157,26,2989.0,479.0,1596.0,475.0,33.75,N
221900.0,5.742,25,4650.0,849.0,2503.0,790.0,33.76,N
338800.0,7.0879,16,2070.0,263.0,878.0,297.0,33.76,N
235600.0,5.2001,16,3757.0,650.0,1291.0,614.0,33.75,N
235800.0,5.3559,26,2532.0,421.0,1274.0,441.0,33.74,N
248200.0,6.128,26,3842.0,609.0,1961.0,595.0,33.74,N
234100.0,5.5599,26,3711.0,610.0,1902.0,597.0,33.73,N
264900.0,6.0609,25,8110.0,1264.0,3613.0,1232.0,33.74,N
180000.0,3.8158,24,3865.0,802.0,2670.0,772.0,33.75,N
199600.0,3.3438,37,1264.0,274.0,783.0,273.0,33.75,N
184400.0,3.0909,30,1859.0,462.0,1314.0,418.0,33.75,N
207500.0,4.7404,29,3443.0,635.0,2257.0,620.0,33.74,N
240000.0,4.506,26,4065.0,741.0,1960.0,739.0,33.74,N
304700.0,4.4261,16,4636.0,908.0,2341.0,825.0,33.74,N
248100.0,4.375,17,5239.0,1045.0,2440.0,985.0,33.73,N
284900.0,6.6539,22,4232.0,624.0,2408.0,660.0,33.73,N
202400.0,3.1902,29,1312.0,267.0,922.0,255.0,33.77,N
197400.0,4.0194,28,3215.0,652.0,2066.0,636.0,33.76,N
190900.0,3.369,30,1572.0,362.0,1351.0,359.0,33.76,N
177700.0,1.9439,17,2545.0,737.0,1468.0,699.0,33.76,N
191800.0,3.3125,22,3024.0,754.0,2357.0,743.0,33.75,N
150000.0,2.1375,23,1553.0,518.0,1988.0,474.0,33.76,N
192500.0,4.4545,24,1880.0,405.0,967.0,418.0,33.76,N
210600.0,5.1345,27,2343.0,415.0,1537.0,426.0,33.75,N
207500.0,5.1507,34,2115.0,352.0,1253.0,338.0,33.77,N
211500.0,5.0091,33,2683.0,436.0,1520.0,456.0,33.77,N
195800.0,3.6289,25,1759.0,404.0,1404.0,385.0,33.76,N
204100.0,5.422,33,1387.0,238.0,890.0,264.0,33.77,N
217500.0,5.8362,32,1771.0,296.0,995.0,272.0,33.77,N
191900.0,3.9855,35,2072.0,349.0,1249.0,317.0,33.76,N
177700.0,2.2981,26,2141.0,597.0,2038.0,585.0,33.76,N
192800.0,3.4327,24,1324.0,267.0,687.0,264.0,33.77,N
194200.0,3.0263,29,1982.0,503.0,1426.0,502.0,33.76,N
211700.0,3.5139,28,2401.0,503.0,1155.0,456.0,33.77,N
179200.0,2.9083,14,1120.0,319.0,982.0,307.0,33.76,N
208800.0,3.0625,12,1250.0,331.0,1047.0,334.0,33.76,N
221200.0,3.0,21,3803.0,898.0,1511.0,829.0,33.77,N
181300.0,5.2077,7,586.0,118.0,232.0,107.0,33.77,N
218900.0,5.635,27,2000.0,310.0,880.0,294.0,33.77,N
255900.0,5.8053,24,3810.0,579.0,1818.0,590.0,33.77,N
223500.0,5.0866,32,2980.0,494.0,1370.0,481.0,33.76,N
294900.0,7.1572,25,4061.0,545.0,1623.0,527.0,33.76,N
237600.0,5.8914,26,5321.0,889.0,2932.0,896.0,33.79,N
216600.0,4.1548,32,3191.0,634.0,1718.0,611.0,33.79,N
223200.0,5.4372,30,2460.0,403.0,1277.0,395.0,33.79,N
228900.0,5.5446,28,3375.0,559.0,1754.0,554.0,33.78,N
207400.0,5.9357,19,2648.0,478.0,1160.0,452.0,33.78,N
257500.0,5.1061,26,2001.0,302.0,836.0,298.0,33.78,N
233100.0,6.0,26,2343.0,377.0,1166.0,373.0,33.78,N
270100.0,6.6453,25,3554.0,528.0,1600.0,537.0,33.78,N
259400.0,5.8426,26,3642.0,557.0,1623.0,569.0,33.78,N
247100.0,5.7705,25,3715.0,575.0,1640.0,572.0,33.78,N
369400.0,6.0553,29,3675.0,613.0,1457.0,591.0,33.8,N
384500.0,7.1221,34,3486.0,507.0,1311.0,503.0,33.8,N
376200.0,7.6144,34,2840.0,395.0,1127.0,396.0,33.79,N
342700.0,6.6137,26,2146.0,298.0,852.0,296.0,33.78,N
362400.0,5.8283,34,2473.0,383.0,967.0,353.0,33.79,N
360100.0,6.6312,31,4231.0,617.0,1694.0,623.0,33.79,N
372000.0,5.5767,34,2287.0,347.0,1051.0,346.0,33.78,N
364700.0,6.9324,30,2879.0,403.0,1109.0,414.0,33.78,N
340100.0,5.0102,25,5321.0,967.0,1969.0,903.0,33.78,N
240400.0,6.1142,23,6368.0,1030.0,3281.0,1001.0,33.79,N
258000.0,5.7837,23,2663.0,430.0,1499.0,403.0,33.79,N
193800.0,5.875,24,84.0,14.0,32.0,8.0,33.8,N
359600.0,8.4952,16,2956.0,393.0,1379.0,429.0,33.8,N
219500.0,5.32,16,4021.0,701.0,1488.0,650.0,33.8,N
390900.0,8.7015,18,3414.0,434.0,1272.0,454.0,33.78,N
353500.0,6.0,25,3112.0,435.0,1098.0,401.0,33.78,N
359100.0,6.6264,25,2356.0,330.0,937.0,326.0,33.78,N
355600.0,7.3463,22,4048.0,562.0,1637.0,541.0,33.78,N
245100.0,5.0261,33,2685.0,466.0,1359.0,476.0,33.8,N
196900.0,4.8,21,2196.0,504.0,1215.0,477.0,33.8,N
320700.0,6.4288,26,4422.0,624.0,1936.0,625.0,33.79,N
212500.0,4.1379,22,1892.0,442.0,1015.0,404.0,33.8,N
195300.0,3.6217,20,1379.0,333.0,937.0,304.0,33.8,N
193100.0,3.6442,17,2439.0,554.0,1161.0,532.0,33.8,N
277400.0,3.2465,19,1863.0,355.0,1260.0,317.0,33.79,N
256000.0,4.5395,21,6623.0,1204.0,3193.0,1129.0,33.84,N
329700.0,6.983,21,4890.0,653.0,2295.0,654.0,33.84,N
320700.0,4.6681,19,4526.0,830.0,2318.0,748.0,33.83,N
273900.0,5.844,26,4105.0,637.0,2072.0,648.0,33.82,N
201900.0,4.055,20,1488.0,312.0,972.0,283.0,33.83,N
159600.0,5.123,25,1548.0,279.0,732.0,265.0,33.82,N
190900.0,4.5833,25,2637.0,462.0,965.0,415.0,33.82,N
263000.0,5.4216,25,3497.0,513.0,1839.0,544.0,33.81,N
398800.0,8.5407,22,2711.0,352.0,1305.0,368.0,33.81,N
218200.0,3.8792,22,1391.0,338.0,810.0,295.0,33.8,N
237500.0,3.3155,21,1189.0,281.0,577.0,264.0,33.81,N
244400.0,5.6093,17,1851.0,346.0,770.0,310.0,33.82,N
245300.0,3.6815,17,2178.0,477.0,1077.0,457.0,33.82,N
318500.0,6.0162,20,2662.0,464.0,1275.0,472.0,33.82,N
258300.0,4.7466,19,2485.0,437.0,1286.0,431.0,33.82,N
260000.0,3.2933,16,1139.0,328.0,665.0,290.0,33.83,N
198400.0,4.225,34,3203.0,653.0,2072.0,691.0,33.83,N
229600.0,4.625,25,3030.0,532.0,1668.0,509.0,33.83,N
132800.0,3.175,25,768.0,195.0,529.0,184.0,33.83,N
226400.0,4.53,22,5290.0,1054.0,2812.0,1021.0,33.83,N
286700.0,5.7018,24,4316.0,678.0,2286.0,665.0,33.83,N
343900.0,4.88,21,3941.0,655.0,1897.0,670.0,33.83,N
386700.0,8.6123,21,2997.0,372.0,1323.0,372.0,33.82,N
163800.0,3.8512,17,1973.0,516.0,1112.0,501.0,33.83,N
213400.0,4.6458,24,3983.0,675.0,1568.0,638.0,33.82,N
241000.0,5.8527,22,4057.0,624.0,2204.0,643.0,33.81,N
216100.0,5.6846,27,2990.0,515.0,1849.0,497.0,33.81,N
234600.0,5.2542,26,2523.0,437.0,1377.0,450.0,33.81,N
237400.0,5.7089,26,3635.0,567.0,1779.0,543.0,33.81,N
289300.0,4.535,19,1795.0,328.0,1014.0,322.0,33.86,N
279200.0,5.6094,24,2233.0,347.0,1162.0,355.0,33.85,N
315900.0,5.777,23,3132.0,469.0,1646.0,478.0,33.85,N
313100.0,6.1737,25,2856.0,388.0,1212.0,362.0,33.85,N
328500.0,7.5057,18,3628.0,546.0,1922.0,544.0,33.85,N
344400.0,3.8426,16,1831.0,390.0,1347.0,389.0,33.85,N
208600.0,4.9803,29,3963.0,772.0,2104.0,743.0,33.83,N
215600.0,3.9628,29,3740.0,691.0,1724.0,638.0,33.84,N
196000.0,4.0156,28,3857.0,857.0,2328.0,830.0,33.84,N
217600.0,3.1497,26,3616.0,892.0,2257.0,821.0,33.83,N
204500.0,3.7885,21,2052.0,456.0,1173.0,432.0,33.82,N
192300.0,4.1591,10,3897.0,893.0,1992.0,693.0,33.82,N
190100.0,4.4583,18,5238.0,1083.0,3032.0,1065.0,33.81,N
200900.0,5.1155,34,3482.0,614.0,2227.0,641.0,33.81,N
220700.0,5.6677,26,2342.0,383.0,1290.0,394.0,33.86,N
213000.0,5.3416,31,1922.0,329.0,1030.0,353.0,33.85,N
203700.0,4.0865,30,2320.0,448.0,1434.0,452.0,33.85,N
224100.0,3.9156,23,5495.0,1141.0,2873.0,1004.0,33.85,N
209300.0,3.8864,29,2064.0,447.0,1265.0,400.0,33.85,N
195200.0,4.6326,29,3061.0,612.0,2396.0,640.0,33.85,N
188000.0,4.5083,34,1078.0,205.0,575.0,206.0,33.85,N
194200.0,3.4306,29,2307.0,452.0,1218.0,402.0,33.86,N
202100.0,4.5,28,4097.0,838.0,2112.0,803.0,33.84,N
213400.0,5.1775,35,4166.0,713.0,2354.0,709.0,33.84,N
214100.0,4.4821,35,3473.0,563.0,2091.0,580.0,33.84,N
226400.0,5.4746,30,4781.0,831.0,2568.0,797.0,33.84,N
187200.0,3.4167,36,1138.0,228.0,725.0,219.0,33.86,N
212600.0,4.9777,34,1948.0,306.0,957.0,304.0,33.85,N
197200.0,4.0455,33,2053.0,418.0,1154.0,405.0,33.85,N
203000.0,3.875,32,1162.0,196.0,563.0,178.0,33.86,N
192600.0,5.2548,35,1661.0,272.0,949.0,276.0,33.85,N
207000.0,5.103,34,2079.0,343.0,1379.0,352.0,33.84,N
195100.0,4.0039,30,1549.0,325.0,885.0,299.0,33.84,N
165100.0,2.8169,29,2641.0,637.0,2413.0,619.0,33.84,N
185700.0,3.139,25,6348.0,1615.0,4188.0,1497.0,33.87,N
178000.0,3.0252,20,3540.0,906.0,2898.0,876.0,33.86,N
268100.0,4.7083,28,1624.0,289.0,755.0,280.0,33.88,N
269600.0,3.369,19,1434.0,391.0,1088.0,341.0,33.88,N
159400.0,4.2422,15,2298.0,567.0,1261.0,527.0,33.88,N
161100.0,3.9559,42,1461.0,302.0,986.0,314.0,33.88,N
170800.0,2.735,18,2628.0,720.0,2276.0,649.0,33.88,N
174000.0,3.1205,16,1689.0,499.0,1260.0,453.0,33.87,N
165600.0,2.95,13,2086.0,544.0,1356.0,462.0,33.87,N
217000.0,3.0147,17,2334.0,537.0,1662.0,535.0,33.87,N
161900.0,3.59,34,1239.0,307.0,869.0,291.0,33.87,N
176100.0,2.9,20,2303.0,612.0,1607.0,564.0,33.86,N
393700.0,7.1425,18,2939.0,437.0,1278.0,435.0,33.89,N
240600.0,6.6704,25,3401.0,509.0,1503.0,498.0,33.88,N
160500.0,4.5033,21,5195.0,1020.0,2539.0,988.0,33.89,N
347800.0,8.5621,23,2111.0,306.0,979.0,288.0,33.89,N
181800.0,5.1315,17,1851.0,344.0,764.0,339.0,33.89,N
137500.0,2.8649,17,1740.0,445.0,1158.0,412.0,33.89,N
185100.0,5.0731,9,1344.0,279.0,530.0,265.0,33.88,N
218500.0,6.2427,11,1454.0,247.0,635.0,236.0,33.88,N
367400.0,9.0683,15,3801.0,542.0,1992.0,526.0,33.89,N
321600.0,6.0394,16,2003.0,300.0,1172.0,318.0,33.88,N
462800.0,10.2252,14,923.0,136.0,420.0,130.0,33.89,N
143800.0,1.7083,33,1849.0,384.0,218.0,92.0,39.17,P
124000.0,2.1987,30,2979.0,583.0,316.0,124.0,39.09,P
170000.0,1.1912,22,2213.0,372.0,98.0,42.0,39.15,P
200000.0,4.1316,15,2146.0,361.0,197.0,76.0,39.12,P
171900.0,3.0375,25,2171.0,386.0,248.0,116.0,39.14,P
127800.0,3.9722,21,2484.0,460.0,309.0,144.0,39.14,P
146900.0,3.6563,18,1703.0,360.0,354.0,163.0,39.17,P
145800.0,2.9125,32,1684.0,359.0,454.0,209.0,39.17,P
176600.0,5.75,25,1669.0,348.0,163.0,78.0,39.15,P
283300.0,4.1016,14,1382.0,242.0,141.0,66.0,39.2,P
179200.0,3.5667,17,2839.0,525.0,390.0,189.0,39.18,P
360000.0,5.5456,18,3824.0,559.0,241.0,106.0,39.19,P
213200.0,3.9375,17,1480.0,241.0,202.0,80.0,39.19,P
196900.0,3.087,20,1703.0,294.0,409.0,174.0,39.2,P
158300.0,4.5795,18,2245.0,392.0,421.0,162.0,39.21,P
153300.0,3.1193,21,3005.0,574.0,385.0,150.0,39.24,P
146900.0,4.8182,19,1746.0,306.0,251.0,104.0,39.23,P
169500.0,4.962,20,3729.0,614.0,365.0,152.0,39.24,P
163500.0,3.01,21,2459.0,525.0,584.0,233.0,39.25,P
123800.0,2.65,30,2369.0,469.0,510.0,213.0,39.24,P
154500.0,4.1364,24,2237.0,491.0,264.0,95.0,39.27,P
99300.0,1.7609,24,1602.0,426.0,751.0,257.0,39.24,P
93600.0,3.0057,22,2309.0,571.0,919.0,342.0,39.24,P
225000.0,1.8269,32,1347.0,444.0,825.0,303.0,39.24,P
139300.0,2.6023,26,1930.0,391.0,307.0,138.0,39.26,P
146800.0,3.653,13,7689.0,1415.0,3264.0,1198.0,38.98,P
101000.0,2.8155,30,806.0,189.0,326.0,146.0,39.02,P
118200.0,2.2917,19,1048.0,262.0,493.0,184.0,39.12,P
97700.0,2.6319,15,1117.0,242.0,551.0,229.0,39.02,P
143000.0,2.5373,18,6501.0,1416.0,2954.0,1373.0,38.91,P
138400.0,2.4273,27,3436.0,755.0,1568.0,709.0,38.9,P
184300.0,4.2917,17,7635.0,1284.0,3096.0,1227.0,38.88,P
139000.0,2.6701,41,3471.0,753.0,1680.0,710.0,38.89,P
122200.0,1.7375,52,1280.0,281.0,523.0,266.0,38.9,P
239400.0,5.2903,20,2024.0,313.0,879.0,309.0,38.89,P
216500.0,3.3802,17,3949.0,717.0,1683.0,686.0,38.86,P
128100.0,3.0917,48,1127.0,188.0,530.0,186.0,38.87,P
193100.0,4.2723,23,1654.0,299.0,787.0,299.0,38.91,P
220100.0,6.0,10,2509.0,422.0,1037.0,389.0,38.85,P
237100.0,5.1721,17,3353.0,463.0,1417.0,447.0,38.74,P
287800.0,6.4789,15,10282.0,1333.0,3868.0,1300.0,38.77,P
276600.0,8.4882,27,771.0,108.0,315.0,111.0,38.75,P
236500.0,4.2143,22,2750.0,433.0,1161.0,428.0,38.84,P
233000.0,5.07,22,1816.0,278.0,832.0,278.0,38.82,P
217500.0,4.1685,20,2104.0,370.0,745.0,314.0,38.8,P
277800.0,6.1642,13,3480.0,528.0,1432.0,532.0,38.78,P
220100.0,5.1857,18,2541.0,414.0,1276.0,405.0,38.8,P
239200.0,3.1583,16,1608.0,296.0,792.0,286.0,38.76,P
264400.0,4.3962,11,4552.0,639.0,2006.0,623.0,38.75,P
394000.0,6.5322,14,2028.0,255.0,781.0,251.0,38.76,P
334800.0,7.7499,11,4897.0,636.0,1931.0,616.0,38.73,P
273100.0,6.0302,16,1584.0,264.0,613.0,226.0,38.73,P
247600.0,4.7941,16,2807.0,459.0,1201.0,429.0,38.75,P
229600.0,5.4896,5,9137.0,1368.0,3667.0,1294.0,38.75,P
203700.0,4.9,12,3605.0,576.0,1556.0,549.0,38.72,P
154900.0,2.6065,19,3869.0,887.0,2086.0,685.0,38.74,P
172100.0,5.3451,14,3323.0,499.0,1527.0,540.0,38.73,P
135900.0,3.3941,22,7173.0,1314.0,3526.0,1316.0,38.74,P
267400.0,5.419,6,4223.0,672.0,1747.0,631.0,38.73,P
198700.0,6.0804,6,4664.0,644.0,2105.0,663.0,38.72,P
179400.0,4.485,10,7277.0,1168.0,3507.0,1131.0,38.72,P
128500.0,2.5083,21,4812.0,1117.0,1985.0,1045.0,38.75,P
134700.0,4.05,33,4384.0,778.0,1775.0,789.0,38.74,P
139200.0,3.6455,9,5558.0,1099.0,2717.0,1043.0,38.73,P
220100.0,3.141,21,2253.0,416.0,1050.0,411.0,38.73,P
186300.0,4.3897,14,1449.0,228.0,670.0,232.0,38.74,P
129200.0,4.0519,7,4185.0,750.0,2147.0,706.0,38.75,P
86300.0,2.655,36,3903.0,885.0,2313.0,804.0,38.75,P
83800.0,2.108,52,493.0,89.0,189.0,94.0,38.75,P
87900.0,2.3611,41,4374.0,1039.0,2387.0,959.0,38.74,P
169300.0,4.2259,3,20214.0,3559.0,8361.0,3112.0,38.77,P
101900.0,2.1366,47,2901.0,631.0,1276.0,578.0,38.76,P
85300.0,2.7188,43,1292.0,307.0,647.0,249.0,38.75,P
187500.0,6.0097,12,1198.0,174.0,443.0,170.0,38.76,P
201400.0,5.8718,6,3819.0,550.0,1738.0,587.0,38.77,P
147900.0,3.816,7,9003.0,1739.0,4445.0,1591.0,38.8,P
141100.0,3.5288,11,1851.0,352.0,1049.0,369.0,38.78,P
136500.0,0.8691,18,549.0,143.0,249.0,136.0,38.78,P
142600.0,2.0807,13,3813.0,871.0,1513.0,783.0,38.78,P
218000.0,6.3914,8,3418.0,514.0,1312.0,409.0,38.78,P
217300.0,5.4498,5,12259.0,1643.0,4819.0,1582.0,38.82,P
188700.0,5.5205,14,5094.0,729.0,1974.0,705.0,38.8,P
173200.0,3.7904,15,2615.0,485.0,1063.0,428.0,38.79,P
110200.0,3.1875,23,1419.0,261.0,706.0,269.0,38.79,P
92000.0,2.2292,45,907.0,176.0,463.0,190.0,38.79,P
124800.0,3.5265,11,2521.0,521.0,1390.0,477.0,38.8,P
209400.0,6.0,20,3118.0,500.0,1405.0,519.0,38.87,P
151900.0,3.5607,21,3691.0,640.0,1758.0,603.0,38.83,P
139400.0,4.4085,8,4114.0,710.0,2268.0,716.0,38.85,P
124400.0,2.9484,15,4488.0,859.0,2114.0,805.0,38.83,P
162700.0,4.0862,19,3568.0,646.0,1714.0,590.0,38.85,P
126400.0,4.0282,16,3155.0,541.0,1630.0,540.0,39.0,P
82100.0,2.7083,16,1210.0,228.0,726.0,222.0,38.97,P
192600.0,4.4958,19,2531.0,461.0,1206.0,429.0,38.92,P
191400.0,4.4769,16,2094.0,358.0,1092.0,357.0,38.87,P
108700.0,3.1691,45,2019.0,394.0,1104.0,407.0,38.9,P
93600.0,2.7656,31,1297.0,259.0,765.0,240.0,38.9,P
110800.0,3.3889,10,653.0,120.0,407.0,146.0,38.89,P
99300.0,3.4706,23,1750.0,297.0,1012.0,315.0,38.89,P
91300.0,2.9866,45,1529.0,317.0,793.0,281.0,38.89,P
111300.0,2.8194,9,5927.0,1269.0,3369.0,1176.0,38.89,P
212000.0,4.6771,16,2069.0,312.0,889.0,299.0,38.92,P
135500.0,3.0321,21,4064.0,871.0,1847.0,859.0,38.92,P
190500.0,4.0679,24,2558.0,423.0,1149.0,403.0,38.91,P
125000.0,1.0179,42,410.0,117.0,706.0,112.0,38.94,P
164000.0,4.515,15,5301.0,884.0,2335.0,831.0,38.92,P
158800.0,3.3021,34,2144.0,372.0,899.0,378.0,38.92,P
220600.0,4.3553,15,4145.0,691.0,1872.0,680.0,39.0,P
