age,workclass,fnlwgt,education,educationNum,maritalStatus,occupation,relationship,race,sex,capitalGain,capitalLoss,hoursPerWeek,nativeCountry,label
19,Private,247679.0,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,45,United-States,-1
45,Private,232586.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50,United-States,1
30,Private,271710.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7298.0,0.0,50,United-States,1
38,Self-emp-not-inc,143385.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,80,United-States,-1
46,Private,389843.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50,Germany,1
38,Private,212245.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,-1
41,Private,204415.0,11th,7,Divorced,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,48,United-States,-1
21,Private,370990.0,Some-college,10,Never-married,Sales,Own-child,White,Male,0.0,0.0,40,United-States,-1
43,Local-gov,143046.0,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,20,United-States,-1
49,Private,199448.0,Assoc-voc,11,Divorced,Sales,Unmarried,White,Female,0.0,0.0,40,United-States,-1
39,Private,280215.0,HS-grad,9,Divorced,Handlers-cleaners,Own-child,Black,Male,0.0,0.0,40,United-States,-1
36,Private,153066.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50,United-States,1
42,Private,356934.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,1
48,Private,175221.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,-1
24,Private,296045.0,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,2635.0,0.0,38,United-States,-1
20,Private,286734.0,Some-college,10,Never-married,Adm-clerical,Not-in-family,Other,Female,0.0,0.0,35,United-States,-1
48,Private,162096.0,9th,5,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,0.0,0.0,45,China,-1
22,Private,192289.0,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,30,Puerto-Rico,-1
43,Private,206139.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50,United-States,1
24,Private,90046.0,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40,United-States,-1
46,Private,279724.0,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,45,United-States,-1
23,Private,125525.0,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,42,United-States,-1
43,Private,212894.0,HS-grad,9,Divorced,Craft-repair,Other-relative,White,Male,0.0,0.0,40,United-States,-1
59,Private,90290.0,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,34,United-States,-1
32,Private,549430.0,HS-grad,9,Never-married,Priv-house-serv,Unmarried,White,Female,0.0,0.0,40,Mexico,-1
62,Private,186446.0,Some-college,10,Divorced,Tech-support,Unmarried,White,Female,0.0,0.0,43,United-States,-1
33,Private,460408.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,Mexico,-1
44,Private,244974.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60,United-States,-1
52,Local-gov,155141.0,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40,United-States,1
34,Private,181311.0,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,-1
32,Private,113504.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,1
19,Private,118535.0,Some-college,10,Never-married,Other-service,Own-child,White,Female,0.0,0.0,20,United-States,-1
18,Private,152044.0,10th,6,Never-married,Other-service,Own-child,White,Female,0.0,0.0,3,United-States,-1
30,Private,127610.0,Bachelors,13,Never-married,Sales,Own-child,White,Female,0.0,0.0,20,Greece,-1
35,State-gov,82622.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,80,United-States,-1
37,Federal-gov,187046.0,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,1
56,Private,53366.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40,United-States,-1
48,Private,322183.0,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,35,United-States,1
42,Local-gov,230684.0,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1579.0,40,United-States,-1
43,Private,223277.0,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40,United-States,-1
20,Private,118462.0,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,43,United-States,-1
33,Federal-gov,391122.0,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,30,United-States,-1
28,Private,156819.0,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,White,Female,0.0,0.0,36,United-States,-1
33,Private,154120.0,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Male,0.0,0.0,45,United-States,-1
37,Private,152909.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60,United-States,-1
53,Self-emp-inc,42924.0,Doctorate,16,Divorced,Exec-managerial,Not-in-family,White,Male,14084.0,0.0,50,United-States,1
35,Private,167062.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40,United-States,-1
45,Private,88265.0,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0.0,0.0,40,United-States,-1
37,Private,78374.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0.0,0.0,38,Japan,-1
37,Self-emp-not-inc,138940.0,11th,7,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,37,United-States,-1
43,Private,320277.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,-1
42,Self-emp-not-inc,40024.0,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,66,United-States,-1
29,Local-gov,181282.0,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,50,United-States,-1
44,Private,125461.0,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60,United-States,1
43,Private,412379.0,Some-college,10,Never-married,Other-service,Unmarried,White,Female,0.0,0.0,28,United-States,-1
58,Private,35520.0,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,7688.0,0.0,40,United-States,1
29,Private,285657.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45,United-States,-1
61,Private,203126.0,Bachelors,13,Divorced,Priv-house-serv,Not-in-family,White,Female,0.0,0.0,12,,-1
51,Private,64643.0,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,0.0,60,,-1
53,Private,286085.0,Some-college,10,Widowed,Sales,Not-in-family,White,Female,0.0,0.0,40,United-States,-1
52,Private,389270.0,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,36,United-States,-1
25,Federal-gov,366207.0,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,40,United-States,-1
43,Private,88787.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45,United-States,1
56,Private,198388.0,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,-1
44,Federal-gov,306440.0,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40,United-States,-1
43,Private,484861.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,4064.0,0.0,38,United-States,-1
25,Private,222539.0,10th,6,Never-married,Transport-moving,Not-in-family,White,Male,2597.0,0.0,50,United-States,-1
19,Private,47577.0,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,50,United-States,-1
47,Private,168283.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,1
43,Self-emp-inc,117158.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024.0,0.0,60,United-States,1
24,State-gov,275421.0,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Female,0.0,0.0,40,United-States,-1
50,Private,285200.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1887.0,35,United-States,1
42,Private,157367.0,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0.0,0.0,35,,-1
26,Private,188767.0,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40,United-States,-1
20,Private,200089.0,11th,7,Never-married,Farming-fishing,Other-relative,White,Male,0.0,0.0,36,El-Salvador,-1
27,Private,216858.0,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,52,United-States,-1
27,Private,169958.0,5th-6th,3,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40,,-1
34,Private,164190.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,-1
39,Private,76767.0,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,60,United-States,-1
45,Private,197038.0,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,50,United-States,1
49,Self-emp-not-inc,175622.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,1
28,Private,258862.0,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0.0,0.0,18,United-States,-1
51,Private,89652.0,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,4787.0,0.0,24,United-States,1
27,Private,329426.0,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,37,United-States,-1
28,Private,513719.0,HS-grad,9,Separated,Craft-repair,Own-child,White,Male,0.0,0.0,40,United-States,-1
64,Self-emp-not-inc,213945.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50,United-States,-1
35,Private,184685.0,Some-college,10,Never-married,Adm-clerical,Other-relative,Black,Female,0.0,0.0,40,United-States,-1
30,Private,189759.0,Bachelors,13,Never-married,Transport-moving,Not-in-family,White,Male,4865.0,0.0,40,United-States,-1
25,Private,143267.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,48,United-States,-1
36,Private,209993.0,1st-4th,2,Widowed,Other-service,Other-relative,White,Female,0.0,0.0,20,Mexico,-1
46,Local-gov,65535.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,48,United-States,1
20,Private,197496.0,Some-college,10,Never-married,Sales,Own-child,White,Male,0.0,0.0,30,,-1
45,Self-emp-inc,271901.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,32,United-States,1
47,Private,150429.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,50,United-States,1
23,Private,235722.0,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,20,United-States,-1
67,Self-emp-not-inc,167015.0,Bachelors,13,Widowed,Sales,Not-in-family,White,Male,0.0,0.0,30,United-States,-1
36,Private,113481.0,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40,United-States,-1
56,Private,186556.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50,United-States,1
25,Self-emp-not-inc,266668.0,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40,United-States,-1
55,Private,314592.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,1
19,Private,37085.0,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,20,United-States,-1
51,Federal-gov,254211.0,Masters,14,Widowed,Sales,Unmarried,White,Male,0.0,0.0,50,El-Salvador,1
22,Private,60668.0,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40,United-States,-1
33,Private,307640.0,Assoc-voc,11,Never-married,Exec-managerial,Unmarried,Black,Female,0.0,0.0,40,United-States,-1
28,Private,205337.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,-1
31,Private,183043.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1977.0,48,United-States,1
33,Federal-gov,137059.0,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,10,United-States,-1
25,Private,138765.0,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,-1
32,Local-gov,114733.0,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,35,United-States,-1
35,Local-gov,145308.0,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40,United-States,-1
17,Private,34465.0,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,32,United-States,-1
36,Self-emp-inc,192251.0,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0.0,1902.0,15,United-States,1
57,State-gov,68830.0,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,50,United-States,-1
46,Self-emp-not-inc,177407.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50,United-States,-1
52,Private,222405.0,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,0.0,2377.0,40,United-States,-1
38,Private,172571.0,Some-college,10,Divorced,Craft-repair,Own-child,White,Male,0.0,0.0,58,Poland,-1
36,Private,179488.0,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Male,0.0,0.0,40,Canada,-1
51,Self-emp-not-inc,107096.0,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,50,United-States,-1
52,Private,113094.0,Bachelors,13,Separated,Adm-clerical,Unmarried,White,Female,0.0,1092.0,40,United-States,-1
31,State-gov,151763.0,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,25,United-States,-1
37,Private,202683.0,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,35,United-States,-1
34,Local-gov,136331.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60,United-States,-1
20,Private,332931.0,Some-college,10,Never-married,Other-service,Own-child,White,Female,0.0,0.0,40,United-States,-1
48,Private,155659.0,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,-1
40,Private,296858.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,5178.0,0.0,40,United-States,1
18,Private,186954.0,11th,7,Never-married,Other-service,Own-child,White,Female,0.0,0.0,20,United-States,-1
48,Private,143299.0,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0.0,0.0,40,United-States,-1
38,Private,259019.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,44,United-States,-1
63,Self-emp-inc,137940.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024.0,0.0,50,United-States,1
33,Private,186977.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40,Columbia,-1
19,Private,187161.0,Some-college,10,Never-married,Sales,Own-child,White,Female,0.0,0.0,18,United-States,-1
22,Private,54560.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,60,United-States,-1
25,Private,179138.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,-1
43,Private,191196.0,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0.0,0.0,40,United-States,-1
36,Private,168055.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178.0,0.0,40,United-States,1
32,Private,31714.0,Some-college,10,Divorced,Adm-clerical,Other-relative,White,Female,4865.0,0.0,40,United-States,-1
33,Private,192644.0,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1977.0,90,United-States,1
22,Private,191460.0,10th,6,Never-married,Sales,Unmarried,Black,Female,0.0,0.0,40,United-States,-1
23,Local-gov,248344.0,Some-college,10,Never-married,Other-service,Not-in-family,Black,Male,0.0,0.0,30,United-States,-1
38,Private,237608.0,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0.0,2444.0,45,United-States,1
80,Local-gov,81534.0,1st-4th,2,Widowed,Farming-fishing,Not-in-family,Asian-Pac-Islander,Male,1086.0,0.0,20,Philippines,-1
45,Federal-gov,90533.0,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,45,United-States,-1
54,Private,96062.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,Portugal,-1
34,Private,175856.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103.0,0.0,55,United-States,1
33,Private,125762.0,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40,United-States,-1
22,Private,181773.0,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Male,0.0,0.0,40,United-States,-1
24,Private,327518.0,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45,United-States,-1
43,Private,477983.0,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0.0,0.0,40,United-States,-1
25,Private,109390.0,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,70,United-States,-1
35,Private,339772.0,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0.0,0.0,40,United-States,-1
28,Federal-gov,183151.0,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,60,United-States,-1
41,Private,115849.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40,United-States,-1
27,Private,221252.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0.0,0.0,8,United-States,-1
52,Private,31460.0,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0.0,0.0,38,United-States,-1
28,Private,64940.0,Some-college,10,Never-married,Other-service,Own-child,White,Female,0.0,0.0,30,United-States,-1
33,Private,184016.0,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,40,United-States,-1
37,Private,194004.0,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,25,United-States,-1
40,Private,352971.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60,United-States,1
59,Private,109015.0,HS-grad,9,Divorced,Tech-support,Unmarried,White,Female,0.0,0.0,40,United-States,-1
32,Private,267052.0,10th,6,Never-married,Farming-fishing,Unmarried,Black,Female,0.0,0.0,40,United-States,-1
38,Self-emp-not-inc,334366.0,Some-college,10,Married-civ-spouse,Farming-fishing,Wife,White,Female,0.0,0.0,15,United-States,-1
25,Private,199143.0,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,0.0,0.0,40,United-States,-1
29,Private,340534.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,44,United-States,-1
36,Private,208068.0,Preschool,1,Divorced,Other-service,Not-in-family,Other,Male,0.0,0.0,72,Mexico,-1
22,Private,195179.0,Some-college,10,Never-married,Sales,Own-child,White,Male,0.0,0.0,24,United-States,-1
26,Private,250038.0,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40,United-States,1
36,Private,31023.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50,United-States,1
27,Private,369522.0,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,45,United-States,-1
49,Private,296849.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,1
38,Private,149347.0,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,60,United-States,-1
47,Federal-gov,176917.0,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,48,United-States,1
51,Private,105788.0,5th-6th,3,Separated,Other-service,Unmarried,Black,Female,0.0,0.0,40,Scotland,-1
53,State-gov,143822.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,36,United-States,1
21,Private,221955.0,9th,5,Never-married,Handlers-cleaners,Other-relative,White,Male,0.0,0.0,40,Mexico,-1
44,Local-gov,189956.0,Bachelors,13,Married-civ-spouse,Protective-serv,Wife,Black,Female,15024.0,0.0,40,United-States,1
51,Federal-gov,914061.0,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,44,United-States,1
21,Private,440969.0,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40,United-States,-1
32,Local-gov,42596.0,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40,United-States,-1
39,State-gov,343646.0,Bachelors,13,Divorced,Protective-serv,Not-in-family,White,Male,0.0,0.0,40,Mexico,1
28,Private,109001.0,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40,United-States,-1
64,Private,108054.0,HS-grad,9,Widowed,Transport-moving,Not-in-family,White,Male,0.0,0.0,22,United-States,-1
38,Local-gov,200153.0,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40,United-States,-1
47,Private,140219.0,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,0.0,0.0,40,United-States,-1
29,Self-emp-inc,190450.0,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0.0,0.0,40,Germany,-1
42,Local-gov,201495.0,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,72,United-States,1
20,Private,121596.0,Some-college,10,Never-married,Other-service,Own-child,White,Female,2907.0,0.0,35,United-States,-1
23,Private,32950.0,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40,United-States,-1
46,Federal-gov,140664.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,48,United-States,1
32,Private,188246.0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40,United-States,1
51,Private,98719.0,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,White,Male,0.0,0.0,40,United-States,-1
28,Self-emp-not-inc,226198.0,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40,United-States,-1
31,Private,179013.0,HS-grad,9,Separated,Craft-repair,Not-in-family,Black,Male,0.0,0.0,40,United-States,-1
50,Self-emp-not-inc,57758.0,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60,United-States,1
48,Private,377401.0,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,40,United-States,1
39,Self-emp-inc,283338.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298.0,0.0,40,United-States,1
19,Private,175652.0,11th,7,Never-married,Other-service,Other-relative,White,Female,0.0,0.0,15,United-States,-1
54,Private,69477.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1902.0,60,United-States,1
57,Private,141570.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.0,1977.0,40,United-States,1
30,Private,197947.0,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40,Puerto-Rico,-1
45,Private,123219.0,5th-6th,3,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40,United-States,-1
52,Private,200419.0,Assoc-acdm,12,Separated,Prof-specialty,Not-in-family,White,Female,0.0,0.0,50,United-States,-1
41,Private,648223.0,1st-4th,2,Married-spouse-absent,Farming-fishing,Unmarried,White,Male,0.0,0.0,40,Mexico,-1
58,Federal-gov,208640.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,1
22,Private,205939.0,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,2202.0,0.0,4,United-States,-1
37,Private,709445.0,HS-grad,9,Separated,Craft-repair,Other-relative,Black,Male,0.0,0.0,40,United-States,-1
59,Private,154100.0,Masters,14,Never-married,Sales,Not-in-family,White,Female,27828.0,0.0,45,United-States,1
30,Private,185177.0,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,22,United-States,-1
48,Private,105838.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45,United-States,1
39,Private,365739.0,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40,United-States,-1
45,Local-gov,374450.0,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Female,5178.0,0.0,40,United-States,1
28,Self-emp-inc,219705.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5013.0,0.0,55,United-States,-1
42,Local-gov,199095.0,Assoc-voc,11,Widowed,Prof-specialty,Unmarried,Black,Female,0.0,0.0,40,United-States,-1
65,Private,93318.0,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,45,United-States,-1
35,Private,333636.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.0,0.0,50,,1
73,Private,139978.0,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,-1
28,Private,163320.0,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,40,United-States,-1
23,Private,664670.0,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0.0,0.0,40,United-States,-1
23,Private,37072.0,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,50,United-States,-1
27,Private,180758.0,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,30,United-States,-1
43,Private,84673.0,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,38,United-States,1
37,Private,70282.0,Assoc-acdm,12,Never-married,Sales,Unmarried,Black,Female,0.0,0.0,40,United-States,-1
39,Private,172186.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,5013.0,0.0,40,United-States,-1
31,Private,99844.0,HS-grad,9,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0.0,0.0,45,United-States,-1
18,Private,115815.0,Some-college,10,Never-married,Other-service,Own-child,White,Male,0.0,0.0,20,England,-1
42,Private,119679.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,1579.0,42,United-States,-1
19,Federal-gov,27433.0,12th,8,Never-married,Other-service,Own-child,White,Female,0.0,0.0,30,United-States,-1
25,Private,134232.0,Bachelors,13,Never-married,Other-service,Own-child,White,Female,0.0,0.0,20,United-States,-1
59,Private,113203.0,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,-1
32,Private,256362.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,1
