time,training_score,logical_score,verbal_score,avg_literacy,location_age,distance,similar_language,is_male,turnover
14,4.875556,1,2,81.91573,6,0.1920503,100.0,1,Stayed
15,4.875556,1,2,81.91573,6,0.1920503,100.0,1,Stayed
16,4.875556,1,2,81.91573,6,0.1920503,100.0,1,Stayed
17,4.875556,1,2,81.91573,6,0.1920503,100.0,1,Stayed
18,4.875556,1,2,81.91573,6,0.1920503,100.0,1,Stayed
19,4.875556,1,2,81.91573,6,0.1920503,100.0,1,Stayed
20,4.875556,1,2,81.91573,6,0.1920503,100.0,1,Stayed
21,4.875556,1,2,81.91573,6,0.1920503,100.0,1,Stayed
22,4.875556,1,2,81.91573,6,0.1920503,100.0,1,Stayed
23,4.875556,1,2,81.91573,6,0.1920503,100.0,1,Stayed
24,4.875556,1,2,81.91573,6,0.1920503,100.0,1,Stayed
25,4.875556,1,2,81.91573,6,0.1920503,100.0,1,Stayed
26,4.875556,1,2,81.91573,6,0.1920503,100.0,1,Stayed
27,4.875556,1,2,81.91573,6,0.1920503,100.0,1,Stayed
28,4.875556,1,2,81.91573,6,0.1920503,100.0,1,Stayed
29,4.875556,1,2,81.91573,6,0.1920503,100.0,1,Stayed
30,4.875556,1,2,81.91573,6,0.1920503,100.0,1,Stayed
31,4.875556,1,2,81.91573,6,0.1920503,100.0,1,Stayed
32,4.875556,1,2,81.91573,6,0.1920503,100.0,1,Stayed
33,4.875556,1,2,81.91573,6,0.1920503,100.0,1,Stayed
34,4.875556,1,2,81.91573,6,0.1920503,100.0,1,Stayed
1,4.158632,7,4,67.50671,24,1.76138,40.07406,0,Stayed
2,4.158632,7,4,67.50671,24,1.76138,40.07406,0,Stayed
3,4.158632,7,4,67.50671,24,1.76138,40.07406,0,Stayed
4,4.158632,7,4,67.50671,24,1.76138,40.07406,0,Stayed
5,4.158632,7,4,67.50671,24,1.76138,40.07406,0,Stayed
6,4.158632,7,4,67.50671,24,1.76138,40.07406,0,Stayed
7,4.158632,7,4,67.50671,24,1.76138,40.07406,0,Stayed
8,4.158632,7,4,67.50671,24,1.76138,40.07406,0,Stayed
9,4.158632,7,4,67.50671,24,1.76138,40.07406,0,Stayed
10,4.158632,7,4,67.50671,24,1.76138,40.07406,0,Stayed
11,4.158632,7,4,67.50671,24,1.76138,40.07406,0,Stayed
12,4.158632,7,4,67.50671,24,1.76138,40.07406,0,Stayed
13,4.158632,7,4,67.50671,24,1.76138,40.07406,0,Stayed
14,4.158632,7,4,67.50671,24,1.76138,40.07406,0,Left
1,3.307647,3,4,76.18385,11,0.7664029,67.07122,0,Stayed
2,3.307647,3,4,76.18385,11,0.7664029,67.07122,0,Stayed
3,3.307647,3,4,76.18385,11,0.7664029,67.07122,0,Stayed
4,3.307647,3,4,76.18385,11,0.7664029,67.07122,0,Stayed
5,3.307647,3,4,76.18385,11,0.7664029,67.07122,0,Stayed
6,3.307647,3,4,76.18385,11,0.7664029,67.07122,0,Stayed
7,3.307647,3,4,76.18385,11,0.7664029,67.07122,0,Stayed
8,3.307647,3,4,76.18385,11,0.7664029,67.07122,0,Stayed
9,3.307647,3,4,76.18385,11,0.7664029,67.07122,0,Stayed
10,3.307647,3,4,76.18385,11,0.7664029,67.07122,0,Stayed
11,3.307647,3,4,76.18385,11,0.7664029,67.07122,0,Stayed
12,3.307647,3,4,76.18385,11,0.7664029,67.07122,0,Stayed
13,3.307647,3,4,76.18385,11,0.7664029,67.07122,0,Stayed
14,3.307647,3,4,76.18385,11,0.7664029,67.07122,0,Stayed
15,3.307647,3,4,76.18385,11,0.7664029,67.07122,0,Stayed
16,3.307647,3,4,76.18385,11,0.7664029,67.07122,0,Stayed
17,3.307647,3,4,76.18385,11,0.7664029,67.07122,0,Stayed
18,3.307647,3,4,76.18385,11,0.7664029,67.07122,0,Stayed
19,3.307647,3,4,76.18385,11,0.7664029,67.07122,0,Stayed
20,3.307647,3,4,76.18385,11,0.7664029,67.07122,0,Stayed
21,3.307647,3,4,76.18385,11,0.7664029,67.07122,0,Stayed
22,3.307647,3,4,76.18385,11,0.7664029,67.07122,0,Stayed
23,3.307647,3,4,76.18385,11,0.7664029,67.07122,0,Stayed
24,3.307647,3,4,76.18385,11,0.7664029,67.07122,0,Stayed
25,3.307647,3,4,76.18385,11,0.7664029,67.07122,0,Stayed
26,3.307647,3,4,76.18385,11,0.7664029,67.07122,0,Stayed
27,3.307647,3,4,76.18385,11,0.7664029,67.07122,0,Stayed
28,3.307647,3,4,76.18385,11,0.7664029,67.07122,0,Stayed
29,3.307647,3,4,76.18385,11,0.7664029,67.07122,0,Stayed
30,3.307647,3,4,76.18385,11,0.7664029,67.07122,0,Stayed
31,3.307647,3,4,76.18385,11,0.7664029,67.07122,0,Stayed
32,3.307647,3,4,76.18385,11,0.7664029,67.07122,0,Stayed
33,3.307647,3,4,76.18385,11,0.7664029,67.07122,0,Stayed
34,3.307647,3,4,76.18385,11,0.7664029,67.07122,0,Stayed
1,4.117496,1,11,81.31934,8,0.4882471,7.724045,1,Stayed
2,4.117496,1,11,81.31934,8,0.4882471,7.724045,1,Stayed
3,4.117496,1,11,81.31934,8,0.4882471,7.724045,1,Stayed
4,4.117496,1,11,81.31934,8,0.4882471,7.724045,1,Stayed
5,4.117496,1,11,81.31934,8,0.4882471,7.724045,1,Stayed
6,4.117496,1,11,81.31934,8,0.4882471,7.724045,1,Stayed
7,4.117496,1,11,81.31934,8,0.4882471,7.724045,1,Stayed
8,4.117496,1,11,81.31934,8,0.4882471,7.724045,1,Stayed
9,4.117496,1,11,81.31934,8,0.4882471,7.724045,1,Stayed
10,4.117496,1,11,81.31934,8,0.4882471,7.724045,1,Stayed
11,4.117496,1,11,81.31934,8,0.4882471,7.724045,1,Stayed
12,4.117496,1,11,81.31934,8,0.4882471,7.724045,1,Stayed
13,4.117496,1,11,81.31934,8,0.4882471,7.724045,1,Stayed
14,4.117496,1,11,81.31934,8,0.4882471,7.724045,1,Stayed
15,4.117496,1,11,81.31934,8,0.4882471,7.724045,1,Stayed
16,4.117496,1,11,81.31934,8,0.4882471,7.724045,1,Stayed
17,4.117496,1,11,81.31934,8,0.4882471,7.724045,1,Stayed
18,4.117496,1,11,81.31934,8,0.4882471,7.724045,1,Stayed
19,4.117496,1,11,81.31934,8,0.4882471,7.724045,1,Stayed
20,4.117496,1,11,81.31934,8,0.4882471,7.724045,1,Stayed
21,4.117496,1,11,81.31934,8,0.4882471,7.724045,1,Stayed
22,4.117496,1,11,81.31934,8,0.4882471,7.724045,1,Stayed
23,4.117496,1,11,81.31934,8,0.4882471,7.724045,1,Stayed
24,4.117496,1,11,81.31934,8,0.4882471,7.724045,1,Stayed
25,4.117496,1,11,81.31934,8,0.4882471,7.724045,1,Stayed
26,4.117496,1,11,81.31934,8,0.4882471,7.724045,1,Stayed
27,4.117496,1,11,81.31934,8,0.4882471,7.724045,1,Stayed
28,4.117496,1,11,81.31934,8,0.4882471,7.724045,1,Stayed
29,4.117496,1,11,81.31934,8,0.4882471,7.724045,1,Stayed
30,4.117496,1,11,81.31934,8,0.4882471,7.724045,1,Left
1,4.621031,-5,-5,78.28364,24,2.381847,31.42661,1,Stayed
2,4.621031,-5,-5,78.28364,24,2.381847,31.42661,1,Stayed
3,4.621031,-5,-5,78.28364,24,2.381847,31.42661,1,Stayed
4,4.621031,-5,-5,78.28364,24,2.381847,31.42661,1,Stayed
5,4.621031,-5,-5,78.28364,24,2.381847,31.42661,1,Stayed
6,4.621031,-5,-5,78.28364,24,2.381847,31.42661,1,Stayed
7,4.621031,-5,-5,78.28364,24,2.381847,31.42661,1,Stayed
8,4.621031,-5,-5,78.28364,24,2.381847,31.42661,1,Stayed
9,4.621031,-5,-5,78.28364,24,2.381847,31.42661,1,Stayed
10,4.621031,-5,-5,78.28364,24,2.381847,31.42661,1,Stayed
11,4.621031,-5,-5,78.28364,24,2.381847,31.42661,1,Stayed
12,4.621031,-5,-5,78.28364,24,2.381847,31.42661,1,Stayed
13,4.621031,-5,-5,78.28364,24,2.381847,31.42661,1,Stayed
14,4.621031,-5,-5,78.28364,24,2.381847,31.42661,1,Stayed
15,4.621031,-5,-5,78.28364,24,2.381847,31.42661,1,Stayed
16,4.621031,-5,-5,78.28364,24,2.381847,31.42661,1,Stayed
17,4.621031,-5,-5,78.28364,24,2.381847,31.42661,1,Stayed
18,4.621031,-5,-5,78.28364,24,2.381847,31.42661,1,Stayed
19,4.621031,-5,-5,78.28364,24,2.381847,31.42661,1,Stayed
20,4.621031,-5,-5,78.28364,24,2.381847,31.42661,1,Stayed
21,4.621031,-5,-5,78.28364,24,2.381847,31.42661,1,Stayed
22,4.621031,-5,-5,78.28364,24,2.381847,31.42661,1,Stayed
23,4.621031,-5,-5,78.28364,24,2.381847,31.42661,1,Stayed
24,4.621031,-5,-5,78.28364,24,2.381847,31.42661,1,Stayed
25,4.621031,-5,-5,78.28364,24,2.381847,31.42661,1,Stayed
26,4.621031,-5,-5,78.28364,24,2.381847,31.42661,1,Stayed
27,4.621031,-5,-5,78.28364,24,2.381847,31.42661,1,Stayed
28,4.621031,-5,-5,78.28364,24,2.381847,31.42661,1,Stayed
29,4.621031,-5,-5,78.28364,24,2.381847,31.42661,1,Stayed
30,4.621031,-5,-5,78.28364,24,2.381847,31.42661,1,Stayed
31,4.621031,-5,-5,78.28364,24,2.381847,31.42661,1,Stayed
32,4.621031,-5,-5,78.28364,24,2.381847,31.42661,1,Stayed
33,4.621031,-5,-5,78.28364,24,2.381847,31.42661,1,Stayed
34,4.621031,-5,-5,78.28364,24,2.381847,31.42661,1,Stayed
35,4.621031,-5,-5,78.28364,24,2.381847,31.42661,1,Stayed
36,4.621031,-5,-5,78.28364,24,2.381847,31.42661,1,Left
1,4.5326,1,4,83.24174,11,0.1553803,94.72182,1,Stayed
2,4.5326,1,4,83.24174,11,0.1553803,94.72182,1,Stayed
3,4.5326,1,4,83.24174,11,0.1553803,94.72182,1,Stayed
4,4.5326,1,4,83.24174,11,0.1553803,94.72182,1,Stayed
5,4.5326,1,4,83.24174,11,0.1553803,94.72182,1,Stayed
6,4.5326,1,4,83.24174,11,0.1553803,94.72182,1,Stayed
7,4.5326,1,4,83.24174,11,0.1553803,94.72182,1,Stayed
8,4.5326,1,4,83.24174,11,0.1553803,94.72182,1,Stayed
9,4.5326,1,4,83.24174,11,0.1553803,94.72182,1,Stayed
10,4.5326,1,4,83.24174,11,0.1553803,94.72182,1,Stayed
11,4.5326,1,4,83.24174,11,0.1553803,94.72182,1,Stayed
12,4.5326,1,4,83.24174,11,0.1553803,94.72182,1,Stayed
13,4.5326,1,4,83.24174,11,0.1553803,94.72182,1,Stayed
14,4.5326,1,4,83.24174,11,0.1553803,94.72182,1,Stayed
15,4.5326,1,4,83.24174,11,0.1553803,94.72182,1,Stayed
16,4.5326,1,4,83.24174,11,0.1553803,94.72182,1,Stayed
17,4.5326,1,4,83.24174,11,0.1553803,94.72182,1,Stayed
18,4.5326,1,4,83.24174,11,0.1553803,94.72182,1,Stayed
19,4.5326,1,4,83.24174,11,0.1553803,94.72182,1,Stayed
20,4.5326,1,4,83.24174,11,0.1553803,94.72182,1,Stayed
21,4.5326,1,4,83.24174,11,0.1553803,94.72182,1,Stayed
22,4.5326,1,4,83.24174,11,0.1553803,94.72182,1,Stayed
23,4.5326,1,4,83.24174,11,0.1553803,94.72182,1,Stayed
24,4.5326,1,4,83.24174,11,0.1553803,94.72182,1,Stayed
25,4.5326,1,4,83.24174,11,0.1553803,94.72182,1,Stayed
26,4.5326,1,4,83.24174,11,0.1553803,94.72182,1,Stayed
27,4.5326,1,4,83.24174,11,0.1553803,94.72182,1,Stayed
28,4.5326,1,4,83.24174,11,0.1553803,94.72182,1,Stayed
29,4.5326,1,4,83.24174,11,0.1553803,94.72182,1,Stayed
30,4.5326,1,4,83.24174,11,0.1553803,94.72182,1,Stayed
31,4.5326,1,4,83.24174,11,0.1553803,94.72182,1,Stayed
32,4.5326,1,4,83.24174,11,0.1553803,94.72182,1,Stayed
33,4.5326,1,4,83.24174,11,0.1553803,94.72182,1,Stayed
34,4.5326,1,4,83.24174,11,0.1553803,94.72182,1,Stayed
35,4.5326,1,4,83.24174,11,0.1553803,94.72182,1,Stayed
36,4.5326,1,4,83.24174,11,0.1553803,94.72182,1,Stayed
37,4.5326,1,4,83.24174,11,0.1553803,94.72182,1,Stayed
38,4.5326,1,4,83.24174,11,0.1553803,94.72182,1,Stayed
39,4.5326,1,4,83.24174,11,0.1553803,94.72182,1,Stayed
1,4.933331,5,3,81.67066,2,0.6358339,77.02807,0,Stayed
2,4.933331,5,3,81.67066,2,0.6358339,77.02807,0,Stayed
3,4.933331,5,3,81.67066,2,0.6358339,77.02807,0,Stayed
4,4.933331,5,3,81.67066,2,0.6358339,77.02807,0,Stayed
5,4.933331,5,3,81.67066,2,0.6358339,77.02807,0,Stayed
6,4.933331,5,3,81.67066,2,0.6358339,77.02807,0,Stayed
7,4.933331,5,3,81.67066,2,0.6358339,77.02807,0,Stayed
8,4.933331,5,3,81.67066,2,0.6358339,77.02807,0,Stayed
9,4.933331,5,3,81.67066,2,0.6358339,77.02807,0,Stayed
10,4.933331,5,3,81.67066,2,0.6358339,77.02807,0,Stayed
11,4.933331,5,3,81.67066,2,0.6358339,77.02807,0,Stayed
12,4.933331,5,3,81.67066,2,0.6358339,77.02807,0,Stayed
13,4.933331,5,3,81.67066,2,0.6358339,77.02807,0,Stayed
14,4.933331,5,3,81.67066,2,0.6358339,77.02807,0,Stayed
15,4.933331,5,3,81.67066,2,0.6358339,77.02807,0,Stayed
16,4.933331,5,3,81.67066,2,0.6358339,77.02807,0,Stayed
17,4.933331,5,3,81.67066,2,0.6358339,77.02807,0,Stayed
18,4.933331,5,3,81.67066,2,0.6358339,77.02807,0,Stayed
19,4.933331,5,3,81.67066,2,0.6358339,77.02807,0,Stayed
20,4.933331,5,3,81.67066,2,0.6358339,77.02807,0,Stayed
21,4.933331,5,3,81.67066,2,0.6358339,77.02807,0,Stayed
22,4.933331,5,3,81.67066,2,0.6358339,77.02807,0,Stayed
23,4.933331,5,3,81.67066,2,0.6358339,77.02807,0,Stayed
24,4.933331,5,3,81.67066,2,0.6358339,77.02807,0,Stayed
25,4.933331,5,3,81.67066,2,0.6358339,77.02807,0,Stayed
26,4.933331,5,3,81.67066,2,0.6358339,77.02807,0,Stayed
27,4.933331,5,3,81.67066,2,0.6358339,77.02807,0,Stayed
28,4.933331,5,3,81.67066,2,0.6358339,77.02807,0,Stayed
29,4.933331,5,3,81.67066,2,0.6358339,77.02807,0,Stayed
30,4.933331,5,3,81.67066,2,0.6358339,77.02807,0,Stayed
31,4.933331,5,3,81.67066,2,0.6358339,77.02807,0,Stayed
32,4.933331,5,3,81.67066,2,0.6358339,77.02807,0,Stayed
33,4.933331,5,3,81.67066,2,0.6358339,77.02807,0,Stayed
34,4.933331,5,3,81.67066,2,0.6358339,77.02807,0,Stayed
35,4.933331,5,3,81.67066,2,0.6358339,77.02807,0,Stayed
36,4.933331,5,3,81.67066,2,0.6358339,77.02807,0,Stayed
37,4.933331,5,3,81.67066,2,0.6358339,77.02807,0,Stayed
1,4.614179,1,0,83.70824,25,2.246305,26.62452,1,Stayed
2,4.614179,1,0,83.70824,25,2.246305,26.62452,1,Stayed
3,4.614179,1,0,83.70824,25,2.246305,26.62452,1,Stayed
4,4.614179,1,0,83.70824,25,2.246305,26.62452,1,Stayed
5,4.614179,1,0,83.70824,25,2.246305,26.62452,1,Stayed
6,4.614179,1,0,83.70824,25,2.246305,26.62452,1,Stayed
7,4.614179,1,0,83.70824,25,2.246305,26.62452,1,Stayed
8,4.614179,1,0,83.70824,25,2.246305,26.62452,1,Stayed
9,4.614179,1,0,83.70824,25,2.246305,26.62452,1,Stayed
10,4.614179,1,0,83.70824,25,2.246305,26.62452,1,Stayed
11,4.614179,1,0,83.70824,25,2.246305,26.62452,1,Stayed
12,4.614179,1,0,83.70824,25,2.246305,26.62452,1,Stayed
13,4.614179,1,0,83.70824,25,2.246305,26.62452,1,Stayed
14,4.614179,1,0,83.70824,25,2.246305,26.62452,1,Stayed
15,4.614179,1,0,83.70824,25,2.246305,26.62452,1,Stayed
16,4.614179,1,0,83.70824,25,2.246305,26.62452,1,Stayed
17,4.614179,1,0,83.70824,25,2.246305,26.62452,1,Stayed
18,4.614179,1,0,83.70824,25,2.246305,26.62452,1,Stayed
19,4.614179,1,0,83.70824,25,2.246305,26.62452,1,Stayed
20,4.614179,1,0,83.70824,25,2.246305,26.62452,1,Stayed
21,4.614179,1,0,83.70824,25,2.246305,26.62452,1,Stayed
22,4.614179,1,0,83.70824,25,2.246305,26.62452,1,Stayed
23,4.614179,1,0,83.70824,25,2.246305,26.62452,1,Stayed
24,4.614179,1,0,83.70824,25,2.246305,26.62452,1,Stayed
25,4.614179,1,0,83.70824,25,2.246305,26.62452,1,Stayed
26,4.614179,1,0,83.70824,25,2.246305,26.62452,1,Stayed
27,4.614179,1,0,83.70824,25,2.246305,26.62452,1,Stayed
28,4.614179,1,0,83.70824,25,2.246305,26.62452,1,Stayed
29,4.614179,1,0,83.70824,25,2.246305,26.62452,1,Stayed
30,4.614179,1,0,83.70824,25,2.246305,26.62452,1,Stayed
31,4.614179,1,0,83.70824,25,2.246305,26.62452,1,Stayed
32,4.614179,1,0,83.70824,25,2.246305,26.62452,1,Stayed
33,4.614179,1,0,83.70824,25,2.246305,26.62452,1,Stayed
1,3.623254,3,4,73.21062,10,0.0,100.0,1,Stayed
2,3.623254,3,4,73.21062,10,0.0,100.0,1,Stayed
3,3.623254,3,4,73.21062,10,0.0,100.0,1,Stayed
4,3.623254,3,4,73.21062,10,0.0,100.0,1,Stayed
5,3.623254,3,4,73.21062,10,0.0,100.0,1,Stayed
6,3.623254,3,4,73.21062,10,0.0,100.0,1,Left
1,4.58534,7,4,60.64202,28,0.9616152,33.82727,0,Stayed
2,4.58534,7,4,60.64202,28,0.9616152,33.82727,0,Stayed
3,4.58534,7,4,60.64202,28,0.9616152,33.82727,0,Stayed
4,4.58534,7,4,60.64202,28,0.9616152,33.82727,0,Stayed
5,4.58534,7,4,60.64202,28,0.9616152,33.82727,0,Stayed
6,4.58534,7,4,60.64202,28,0.9616152,33.82727,0,Stayed
7,4.58534,7,4,60.64202,28,0.9616152,33.82727,0,Stayed
8,4.58534,7,4,60.64202,28,0.9616152,33.82727,0,Stayed
9,4.58534,7,4,60.64202,28,0.9616152,33.82727,0,Stayed
10,4.58534,7,4,60.64202,28,0.9616152,33.82727,0,Stayed
11,4.58534,7,4,60.64202,28,0.9616152,33.82727,0,Stayed
12,4.58534,7,4,60.64202,28,0.9616152,33.82727,0,Stayed
13,4.58534,7,4,60.64202,28,0.9616152,33.82727,0,Stayed
14,4.58534,7,4,60.64202,28,0.9616152,33.82727,0,Stayed
15,4.58534,7,4,60.64202,28,0.9616152,33.82727,0,Stayed
16,4.58534,7,4,60.64202,28,0.9616152,33.82727,0,Stayed
17,4.58534,7,4,60.64202,28,0.9616152,33.82727,0,Stayed
18,4.58534,7,4,60.64202,28,0.9616152,33.82727,0,Stayed
19,4.58534,7,4,60.64202,28,0.9616152,33.82727,0,Stayed
20,4.58534,7,4,60.64202,28,0.9616152,33.82727,0,Stayed
21,4.58534,7,4,60.64202,28,0.9616152,33.82727,0,Stayed
22,4.58534,7,4,60.64202,28,0.9616152,33.82727,0,Stayed
23,4.58534,7,4,60.64202,28,0.9616152,33.82727,0,Stayed
24,4.58534,7,4,60.64202,28,0.9616152,33.82727,0,Stayed
25,4.58534,7,4,60.64202,28,0.9616152,33.82727,0,Stayed
26,4.58534,7,4,60.64202,28,0.9616152,33.82727,0,Stayed
27,4.58534,7,4,60.64202,28,0.9616152,33.82727,0,Stayed
28,4.58534,7,4,60.64202,28,0.9616152,33.82727,0,Stayed
29,4.58534,7,4,60.64202,28,0.9616152,33.82727,0,Stayed
30,4.58534,7,4,60.64202,28,0.9616152,33.82727,0,Stayed
31,4.58534,7,4,60.64202,28,0.9616152,33.82727,0,Left
1,4.919214,1,3,81.93559,25,0.0673566,100.0,0,Stayed
2,4.919214,1,3,81.93559,25,0.0673566,100.0,0,Stayed
3,4.919214,1,3,81.93559,25,0.0673566,100.0,0,Stayed
4,4.919214,1,3,81.93559,25,0.0673566,100.0,0,Stayed
5,4.919214,1,3,81.93559,25,0.0673566,100.0,0,Stayed
6,4.919214,1,3,81.93559,25,0.0673566,100.0,0,Stayed
7,4.919214,1,3,81.93559,25,0.0673566,100.0,0,Stayed
8,4.919214,1,3,81.93559,25,0.0673566,100.0,0,Stayed
9,4.919214,1,3,81.93559,25,0.0673566,100.0,0,Stayed
10,4.919214,1,3,81.93559,25,0.0673566,100.0,0,Stayed
11,4.919214,1,3,81.93559,25,0.0673566,100.0,0,Stayed
12,4.919214,1,3,81.93559,25,0.0673566,100.0,0,Stayed
13,4.919214,1,3,81.93559,25,0.0673566,100.0,0,Stayed
14,4.919214,1,3,81.93559,25,0.0673566,100.0,0,Stayed
15,4.919214,1,3,81.93559,25,0.0673566,100.0,0,Stayed
16,4.919214,1,3,81.93559,25,0.0673566,100.0,0,Stayed
17,4.919214,1,3,81.93559,25,0.0673566,100.0,0,Stayed
18,4.919214,1,3,81.93559,25,0.0673566,100.0,0,Stayed
19,4.919214,1,3,81.93559,25,0.0673566,100.0,0,Stayed
20,4.919214,1,3,81.93559,25,0.0673566,100.0,0,Stayed
21,4.919214,1,3,81.93559,25,0.0673566,100.0,0,Stayed
22,4.919214,1,3,81.93559,25,0.0673566,100.0,0,Stayed
23,4.919214,1,3,81.93559,25,0.0673566,100.0,0,Stayed
24,4.919214,1,3,81.93559,25,0.0673566,100.0,0,Stayed
25,4.919214,1,3,81.93559,25,0.0673566,100.0,0,Stayed
26,4.919214,1,3,81.93559,25,0.0673566,100.0,0,Stayed
27,4.919214,1,3,81.93559,25,0.0673566,100.0,0,Stayed
28,4.919214,1,3,81.93559,25,0.0673566,100.0,0,Stayed
29,4.919214,1,3,81.93559,25,0.0673566,100.0,0,Stayed
30,4.919214,1,3,81.93559,25,0.0673566,100.0,0,Stayed
31,4.919214,1,3,81.93559,25,0.0673566,100.0,0,Stayed
32,4.919214,1,3,81.93559,25,0.0673566,100.0,0,Stayed
33,4.919214,1,3,81.93559,25,0.0673566,100.0,0,Stayed
34,4.919214,1,3,81.93559,25,0.0673566,100.0,0,Stayed
35,4.919214,1,3,81.93559,25,0.0673566,100.0,0,Stayed
36,4.919214,1,3,81.93559,25,0.0673566,100.0,0,Stayed
37,4.919214,1,3,81.93559,25,0.0673566,100.0,0,Stayed
38,4.919214,1,3,81.93559,25,0.0673566,100.0,0,Stayed
39,4.919214,1,3,81.93559,25,0.0673566,100.0,0,Stayed
1,4.68043,6,5,84.54523,11,0.0542797,94.91235,0,Stayed
2,4.68043,6,5,84.54523,11,0.0542797,94.91235,0,Stayed
3,4.68043,6,5,84.54523,11,0.0542797,94.91235,0,Stayed
4,4.68043,6,5,84.54523,11,0.0542797,94.91235,0,Stayed
5,4.68043,6,5,84.54523,11,0.0542797,94.91235,0,Stayed
6,4.68043,6,5,84.54523,11,0.0542797,94.91235,0,Stayed
7,4.68043,6,5,84.54523,11,0.0542797,94.91235,0,Stayed
8,4.68043,6,5,84.54523,11,0.0542797,94.91235,0,Stayed
9,4.68043,6,5,84.54523,11,0.0542797,94.91235,0,Stayed
10,4.68043,6,5,84.54523,11,0.0542797,94.91235,0,Stayed
11,4.68043,6,5,84.54523,11,0.0542797,94.91235,0,Stayed
12,4.68043,6,5,84.54523,11,0.0542797,94.91235,0,Stayed
13,4.68043,6,5,84.54523,11,0.0542797,94.91235,0,Stayed
14,4.68043,6,5,84.54523,11,0.0542797,94.91235,0,Stayed
15,4.68043,6,5,84.54523,11,0.0542797,94.91235,0,Stayed
16,4.68043,6,5,84.54523,11,0.0542797,94.91235,0,Stayed
17,4.68043,6,5,84.54523,11,0.0542797,94.91235,0,Stayed
18,4.68043,6,5,84.54523,11,0.0542797,94.91235,0,Stayed
19,4.68043,6,5,84.54523,11,0.0542797,94.91235,0,Stayed
20,4.68043,6,5,84.54523,11,0.0542797,94.91235,0,Stayed
21,4.68043,6,5,84.54523,11,0.0542797,94.91235,0,Stayed
22,4.68043,6,5,84.54523,11,0.0542797,94.91235,0,Stayed
23,4.68043,6,5,84.54523,11,0.0542797,94.91235,0,Stayed
24,4.68043,6,5,84.54523,11,0.0542797,94.91235,0,Stayed
25,4.68043,6,5,84.54523,11,0.0542797,94.91235,0,Stayed
26,4.68043,6,5,84.54523,11,0.0542797,94.91235,0,Stayed
27,4.68043,6,5,84.54523,11,0.0542797,94.91235,0,Stayed
28,4.68043,6,5,84.54523,11,0.0542797,94.91235,0,Stayed
29,4.68043,6,5,84.54523,11,0.0542797,94.91235,0,Stayed
30,4.68043,6,5,84.54523,11,0.0542797,94.91235,0,Stayed
31,4.68043,6,5,84.54523,11,0.0542797,94.91235,0,Stayed
32,4.68043,6,5,84.54523,11,0.0542797,94.91235,0,Stayed
33,4.68043,6,5,84.54523,11,0.0542797,94.91235,0,Stayed
34,4.68043,6,5,84.54523,11,0.0542797,94.91235,0,Stayed
35,4.68043,6,5,84.54523,11,0.0542797,94.91235,0,Stayed
36,4.68043,6,5,84.54523,11,0.0542797,94.91235,0,Stayed
37,4.68043,6,5,84.54523,11,0.0542797,94.91235,0,Stayed
1,4.836488,0,4,60.20413,10,1.806189,6.417352,0,Stayed
2,4.836488,0,4,60.20413,10,1.806189,6.417352,0,Stayed
3,4.836488,0,4,60.20413,10,1.806189,6.417352,0,Stayed
4,4.836488,0,4,60.20413,10,1.806189,6.417352,0,Stayed
5,4.836488,0,4,60.20413,10,1.806189,6.417352,0,Stayed
6,4.836488,0,4,60.20413,10,1.806189,6.417352,0,Stayed
7,4.836488,0,4,60.20413,10,1.806189,6.417352,0,Stayed
8,4.836488,0,4,60.20413,10,1.806189,6.417352,0,Stayed
9,4.836488,0,4,60.20413,10,1.806189,6.417352,0,Stayed
10,4.836488,0,4,60.20413,10,1.806189,6.417352,0,Stayed
11,4.836488,0,4,60.20413,10,1.806189,6.417352,0,Stayed
12,4.836488,0,4,60.20413,10,1.806189,6.417352,0,Stayed
13,4.836488,0,4,60.20413,10,1.806189,6.417352,0,Stayed
14,4.836488,0,4,60.20413,10,1.806189,6.417352,0,Stayed
15,4.836488,0,4,60.20413,10,1.806189,6.417352,0,Stayed
16,4.836488,0,4,60.20413,10,1.806189,6.417352,0,Stayed
17,4.836488,0,4,60.20413,10,1.806189,6.417352,0,Stayed
18,4.836488,0,4,60.20413,10,1.806189,6.417352,0,Stayed
19,4.836488,0,4,60.20413,10,1.806189,6.417352,0,Stayed
20,4.836488,0,4,60.20413,10,1.806189,6.417352,0,Stayed
21,4.836488,0,4,60.20413,10,1.806189,6.417352,0,Stayed
22,4.836488,0,4,60.20413,10,1.806189,6.417352,0,Stayed
23,4.836488,0,4,60.20413,10,1.806189,6.417352,0,Stayed
24,4.836488,0,4,60.20413,10,1.806189,6.417352,0,Stayed
25,4.836488,0,4,60.20413,10,1.806189,6.417352,0,Stayed
26,4.836488,0,4,60.20413,10,1.806189,6.417352,0,Stayed
27,4.836488,0,4,60.20413,10,1.806189,6.417352,0,Stayed
28,4.836488,0,4,60.20413,10,1.806189,6.417352,0,Stayed
29,4.836488,0,4,60.20413,10,1.806189,6.417352,0,Stayed
30,4.836488,0,4,60.20413,10,1.806189,6.417352,0,Stayed
31,4.836488,0,4,60.20413,10,1.806189,6.417352,0,Stayed
32,4.836488,0,4,60.20413,10,1.806189,6.417352,0,Stayed
33,4.836488,0,4,60.20413,10,1.806189,6.417352,0,Stayed
34,4.836488,0,4,60.20413,10,1.806189,6.417352,0,Stayed
