Hour,DayOfWeek,Month,Year,PdDistrict,Address,X,Y,ViolentCrime
23,7,5,2010,SOUTHERN,200 Block of 10TH ST,-122.413532099084,37.7734546807932,No
1,3,8,2010,TENDERLOIN,ELLIS ST / JONES ST,-122.412784096502,37.7848656939526,No
9,4,12,2011,CENTRAL,900 Block of UNION ST,-122.414688088841,37.7998083212728,No
6,6,8,2015,PARK,300 Block of LAGUNAHONDA BL,-122.458680189782,37.7481554692332,No
12,5,7,2007,INGLESIDE,2300 Block of OCEAN AV,-122.469780843211,37.7300635967742,Yes
23,4,10,2005,TARAVAL,1900 Block of IRVING ST,-122.478742819999,37.7635454765989,No
8,6,12,2009,TENDERLOIN,200 Block of HYDE ST,-122.415858343095,37.7830505366842,No
13,2,9,2009,CENTRAL,600 Block of JONES ST,-122.413162802096,37.7870801005292,No
21,5,12,2013,NORTHERN,1700 Block of POST ST,-122.430600096373,37.7855207172313,Yes
14,3,3,2018,MISSION,800 Block of VALENCIA ST,-122.421380986073,37.7589148884581,No
18,6,8,2014,SOUTHERN,700 Block of MISSION ST,-122.403070000847,37.7852686309087,No
17,5,3,2011,MISSION,0 Block of DUBOCE AV,-122.421291105646,37.7698454425586,No
20,1,9,2014,CENTRAL,LARKIN ST / GEARY ST,-122.418090766692,37.7861007451645,Yes
16,5,7,2008,INGLESIDE,0 Block of SEARS ST,-122.453173494766,37.7101552488576,No
4,4,5,2013,MISSION,18TH ST / SANCHEZ ST,-122.430574059363,37.7611554643177,No
15,7,2,2007,BAYVIEW,1300 Block of GILMAN AV,-122.394646250335,37.7219920197814,No
19,4,9,2007,TENDERLOIN,HYDE ST / ELLIS ST,-122.416075285051,37.7844496612791,No
23,6,10,2010,MISSION,15TH ST / MINNA ST,-122.419074754954,37.7667189830239,No
14,4,2,2016,MISSION,900 Block of ALVARADO ST,-122.441455969312,37.7533228123879,No
21,4,2,2003,CENTRAL,1100 Block of FILBERT ST,-122.41843657715,37.8002896335326,No
11,6,10,2017,INGLESIDE,DIAMOND ST / BOSWORTH ST,-122.434145789073,37.7335506131208,No
22,7,8,2015,NORTHERN,1700 Block of GEARY BL,-122.432117638358,37.7846769160314,No
23,4,11,2004,PARK,600 Block of PARNASSUS AV,-122.46035002615,37.7628256613509,No
20,4,1,2008,SOUTHERN,5TH ST / MARKET ST,-122.408068345148,37.7839916768161,No
6,6,3,2003,TENDERLOIN,200 Block of POWELL ST,-122.408201657254,37.7868849113107,No
18,4,2,2016,MISSION,18TH ST / DOLORES ST,-122.426079580545,37.7614267757472,No
19,3,11,2013,NORTHERN,1200 Block of MCALLISTER ST,-122.432590077491,37.7784710168336,No
8,4,9,2017,PARK,1400 Block of HAIGHT ST,-122.446165617978,37.7701611813393,No
15,6,2,2014,NORTHERN,1800 Block of UNION ST,-122.429763201881,37.7978730399148,No
23,5,3,2017,NORTHERN,700 Block of GROVE ST,-122.42841717783,37.7770821940904,Yes
6,6,8,2010,NORTHERN,0 Block of PAGE ST,-122.420496143745,37.7742723004159,No
13,4,8,2006,MISSION,1900 Block of MISSION ST,-122.41967661615,37.7658510977435,No
21,7,1,2005,BAYVIEW,CONNECTICUT ST / 26TH ST,-122.396411072533,37.7511784346492,No
8,7,7,2014,INGLESIDE,400 Block of GENEVA AV,-122.447125045686,37.7210305914202,No
15,5,4,2005,MISSION,16TH ST / VALENCIA ST,-122.421886357989,37.7649178909469,No
7,4,4,2012,INGLESIDE,400 Block of HOLLADAY AV,-122.407119132936,37.7428901595622,No
19,5,11,2009,MISSION,TREAT AV / 26TH ST,-122.412690142308,37.7493688284532,No
13,4,10,2012,SOUTHERN,800 Block of BRYANT ST,-122.403404791479,37.775420706711,No
0,4,2,2007,NORTHERN,LAGUNA ST / VALLEJO ST,-122.430185001617,37.7958526962698,No
0,4,11,2006,INGLESIDE,SILVER AV / MISSION ST,-122.431295002963,37.7287297938303,No
18,4,6,2014,BAYVIEW,700 Block of WISCONSIN ST,-122.399128061152,37.7585594904278,No
19,1,11,2013,CENTRAL,LOMBARD ST / THE EMBARCADERONORTH ST,-122.402038998274,37.8042568095882,No
13,3,4,2016,BAYVIEW,MARIN ST / EVANS AV,-122.396650247607,37.7483507577633,No
18,1,9,2006,SOUTHERN,900 Block of FOLSOM ST,-122.40509433812,37.7789940710712,Yes
20,1,8,2016,BAYVIEW,1100 Block of NEWHALL ST,-122.390866172562,37.7372499015533,No
4,1,7,2016,NORTHERN,500 Block of OAK ST,-122.428388956563,37.7743371994009,Yes
18,1,12,2010,TARAVAL,1200 Block of 9TH AV,-122.466444373211,37.7649596797552,No
7,6,12,2005,TARAVAL,2200 Block of 42ND AV,-122.500460534527,37.7447473583915,Yes
15,6,6,2017,SOUTHERN,800 Block of BRYANT ST,-122.403404791479,37.775420706711,No
18,6,4,2009,MISSION,3200 Block of 24TH ST,-122.41762315877,37.7523434069025,No
0,2,5,2017,MISSION,2000 Block of 16TH ST,-122.407047719763,37.7657574510085,No
19,5,12,2017,BAYVIEW,1200 Block of 4TH ST,-122.391397033631,37.7723509714232,No
9,6,6,2013,SOUTHERN,1000 Block of MARKET ST,-122.411071423064,37.7817511307229,No
2,1,7,2006,CENTRAL,1200 Block of GRANT AV,-122.407110077805,37.7986457830055,Yes
10,4,1,2013,BAYVIEW,3RD ST / BAY SHORE BL,-122.398602528003,37.716040223178,No
5,4,7,2006,BAYVIEW,SILVER AV / SAN BRUNO AV,-122.405610268222,37.732438864982,Yes
22,6,11,2012,MISSION,14TH ST / GUERRERO ST,-122.424412715064,37.7680054163824,No
3,7,11,2007,SOUTHERN,5TH ST / MARKET ST,-122.408068345148,37.7839916768161,No
10,7,8,2014,SOUTHERN,0 Block of 4TH ST,-122.404956956375,37.7851178563953,Yes
19,1,6,2016,RICHMOND,700 Block of 7TH AV,-122.464806539257,37.7743903688205,No
19,4,12,2017,NORTHERN,EDDY ST / VANNESS AV,-122.420818330445,37.7828946450912,No
20,4,6,2015,PARK,2200 Block of GEARY BL,-122.440341074545,37.7833242481047,No
15,5,11,2008,TENDERLOIN,400 Block of LEAVENWORTH ST,-122.414457162309,37.7851373814889,No
15,1,3,2014,SOUTHERN,1100 Block of MARKET ST,-122.413564091744,37.779514030063,No
15,1,1,2018,MISSION,DOLORES ST / 19TH ST,-122.425920487436,37.7598279172229,No
22,7,2,2013,NORTHERN,1500 Block of FILLMORE ST,-122.432743822617,37.7838424505847,No
15,2,1,2015,NORTHERN,2000 Block of BROADWAY ST,-122.430838378403,37.7948418077407,No
11,3,3,2010,RICHMOND,500 Block of JOHNFKENNEDY DR,-122.466204667893,37.7725405391593,No
0,6,7,2014,BAYVIEW,PHELPS ST / OAKDALE AV,-122.394095034837,37.7367311967078,No
23,6,4,2017,SOUTHERN,10TH ST / BRYANT ST,-122.409738771906,37.7703482035454,No
18,6,2,2003,INGLESIDE,3800 Block of MISSION ST,-122.424519934269,37.7356945008365,No
23,6,3,2005,TENDERLOIN,400 Block of ELLIS ST,-122.413609328985,37.784696907904,No
11,2,1,2016,TENDERLOIN,EDDY ST / TAYLOR ST,-122.410955248906,37.7841399509594,No
16,5,8,2013,TARAVAL,4000 Block of IRVING ST,-122.501240780463,37.7624430803526,Yes
11,5,1,2015,NORTHERN,500 Block of LAGUNA ST,-122.426147071182,37.7762395631672,No
0,3,5,2015,INGLESIDE,VISITACION AV / REY ST,-122.411571175688,37.7124654753204,No
22,7,10,2011,SOUTHERN,2ND ST / TOWNSEND ST,-122.390531404145,37.7806070798477,No
17,2,3,2005,MISSION,21ST ST / CAPP ST,-122.417812558794,37.7571005796474,No
12,6,7,2005,RICHMOND,2900 Block of CLEMENT ST,-122.490779234465,37.7818051065238,No
18,6,12,2011,BAYVIEW,SAN BRUNO AV / WAYLAND ST,-122.403104571775,37.7264333788753,No
22,3,2,2018,SOUTHERN,ALAMEDA ST / HENRYADAMS ST,-122.403876725977,37.7685916113527,No
16,6,1,2010,TENDERLOIN,500 Block of LEAVENWORTH ST,-122.414782081215,37.7860514387143,No
11,3,8,2010,SOUTHERN,900 Block of MARKET ST,-122.408595110869,37.7837069301545,No
4,3,5,2003,TENDERLOIN,ELLIS ST / JONES ST,-122.412784096509,37.7848656939297,No
9,5,2,2016,SOUTHERN,1600 Block of MISSION ST,-122.419105740752,37.7719857711361,No
12,7,12,2013,RICHMOND,2300 Block of DIVISADERO ST,-122.441002714276,37.7912099245005,No
13,2,8,2017,CENTRAL,1700 Block of STOCKTON ST,-122.409535372753,37.8018366331947,No
14,4,9,2017,SOUTHERN,9TH ST / MISSION ST,-122.414714295579,37.7762310404758,No
0,7,4,2010,MISSION,3000 Block of 22ND ST,-122.416025191375,37.7556559648941,No
16,7,2,2017,INGLESIDE,3400 Block of FOLSOM ST,-122.412939441637,37.7437217615421,No
14,4,1,2010,SOUTHERN,0 Block of HOWARD ST,-122.392134062208,37.7916972492914,No
19,3,6,2005,INGLESIDE,0 Block of PHELAN AV,-122.452289660492,37.7256933575703,No
4,4,2,2006,MISSION,BRYANT ST / 15TH ST,-122.410612162957,37.7669031554598,Yes
18,7,6,2004,INGLESIDE,3300 Block of MISSION ST,-122.421644478447,37.7429970144076,No
17,1,6,2016,NORTHERN,PIERCE ST / LOMBARD ST,-122.439337465056,37.7994245989124,No
20,5,12,2003,RICHMOND,100 Block of 9TH AV,-122.467760977146,37.7855862857972,No
7,5,9,2015,SOUTHERN,400 Block of TOWNSEND ST,-122.398389903403,37.7744749193206,No
12,6,8,2005,PARK,1200 Block of CLAYTON ST,-122.446476747426,37.761434303327,No
8,1,3,2012,SOUTHERN,JONES ST / MCALLISTER ST,-122.411979487494,37.7809039696758,No
22,3,5,2008,TENDERLOIN,600 Block of ELLIS ST,-122.416916142188,37.7843944492068,No
16,5,9,2008,INGLESIDE,WHIPPLE AV / HURON AV,-122.449416050297,37.7121830738217,No
22,7,4,2005,TARAVAL,1700 Block of GREAT HY,-122.508622268699,37.7537373736307,No
14,4,1,2014,TENDERLOIN,100 Block of OFARRELL ST,-122.407244087032,37.7865647607685,No
8,2,9,2003,BAYVIEW,300 Block of HARBOR RD,-122.380601151272,37.7337210128811,No
23,2,8,2010,NORTHERN,PAGE ST / STEINER ST,-122.432282489277,37.7728293793018,Yes
18,4,9,2011,PARK,100 Block of BELVEDERE ST,-122.449328648219,37.7677738874748,No
19,3,12,2015,CENTRAL,HYDE ST / JEFFERSON ST,-122.420747467177,37.8075877427735,No
2,3,7,2009,NORTHERN,POLK ST / PINE ST,-122.42049728879,37.789618819255,No
16,5,5,2012,MISSION,4100 Block of 18TH ST,-122.435573154199,37.7609106220681,No
11,1,4,2005,SOUTHERN,400 Block of STEVENSON ST,-122.408560037296,37.7825859895625,No
22,7,3,2011,PARK,1300 Block of 4TH AV,-122.460968315019,37.7634309624266,No
18,7,9,2005,BAYVIEW,1500 Block of INDIANA ST,-122.390566006127,37.7507377457056,No
18,7,9,2012,NORTHERN,POLK ST / JACKSON ST,-122.421406974022,37.7941418920108,No
20,6,7,2012,NORTHERN,TURK ST / GOUGH ST,-122.423918786916,37.7815338127818,No
15,4,12,2012,CENTRAL,900 Block of STOCKTON ST,-122.408061251982,37.7945003394616,No
1,1,1,2012,SOUTHERN,0 Block of MOSS ST,-122.407999186749,37.7778241673064,No
20,1,9,2013,SOUTHERN,SHERMAN ST / HARRISON ST,-122.405479270758,37.7761609195794,No
17,4,7,2011,BAYVIEW,1800 Block of MARIN ST,-122.39510178235,37.7483896990887,No
23,2,5,2005,MISSION,200 Block of CLIPPER ST,-122.430557516763,37.7491465739574,No
18,2,11,2015,SOUTHERN,FOLSOM ST / 8TH ST,-122.410065781604,37.7749906792593,No
11,3,8,2016,MISSION,2700 Block of 16TH ST,-122.414233194926,37.7654346229116,No
23,6,3,2016,TARAVAL,1300 Block of FUNSTON AV,-122.470459672895,37.7629030780426,No
18,5,8,2015,TARAVAL,100 Block of BORICA ST,-122.467245860889,37.724504215132,Yes
8,7,8,2015,PARK,CARL ST / WILLARD ST,-122.454403424007,37.765232010482,No
8,4,12,2004,SOUTHERN,6TH ST / NATOMA ST,-122.407693108536,37.7801630690967,No
15,5,6,2005,MISSION,4300 Block of 25TH ST,-122.437255035158,37.7495495678338,No
2,7,10,2010,BAYVIEW,1200 Block of INDIANA ST,-122.39086965269,37.7539159203935,No
17,1,1,2005,NORTHERN,2500 Block of LOMBARD ST,-122.44352039096,37.7989993135254,No
18,1,1,2004,RICHMOND,100 Block of SUTRO HEIGHTS AV,-122.508631807014,37.7760694890282,No
9,5,12,2003,PARK,HAYES ST / ASHBURY ST,-122.447688504833,37.7737323010327,No
13,7,11,2013,BAYVIEW,1200 Block of FITZGERALD AV,-122.392216911504,37.7215602036508,No
23,4,9,2011,TARAVAL,OCEAN AV / PHELAN AV,-122.452330120871,37.7230787059359,No
18,5,3,2016,PARK,1800 Block of HAIGHT ST,-122.452728322759,37.7693241293319,No
14,3,10,2008,SOUTHERN,6TH ST / MARKET ST,-122.41029351969,37.7822305870036,No
14,3,7,2016,INGLESIDE,100 Block of PEABODY ST,-122.407445487849,37.7103932288259,No
0,2,9,2011,MISSION,4100 Block of 18TH ST,-122.435563016294,37.760801062884,No
12,2,6,2004,INGLESIDE,0 Block of BROOKDALE AV,-122.420864146521,37.71219982598,No
10,5,8,2009,TENDERLOIN,500 Block of EDDY ST,-122.416710733848,37.7833570390935,No
1,1,1,2012,TENDERLOIN,300 Block of MASON ST,-122.409797430148,37.7864220856559,Yes
4,3,3,2014,CENTRAL,JACKSON ST / HYDE ST,-122.418115598592,37.7945663100113,No
18,1,9,2006,TENDERLOIN,JONES ST / ELLIS ST,-122.412784096502,37.7848656939526,No
14,5,10,2004,SOUTHERN,1300 Block of STEVENSON ST,-122.421594519119,37.7707674171464,Yes
1,5,4,2007,SOUTHERN,700 Block of MARKET ST,-122.403919148357,37.7871160984672,Yes
1,3,9,2017,NORTHERN,FRANKLIN ST / POST ST,-122.423217673913,37.7864017954155,No
13,7,6,2005,TENDERLOIN,EDDY ST / LARKIN ST,-122.417530696987,37.783310753974,No
21,7,5,2004,SOUTHERN,800 Block of 3RD ST,-122.391425069857,37.7778727797586,No
2,2,1,2004,MISSION,100 Block of ALBION ST,-122.422805752252,37.7636369573177,No
20,2,12,2004,BAYVIEW,1100 Block of PHELPS ST,-122.392628073591,37.7382440449991,No
14,2,11,2009,TARAVAL,2500 Block of SAN JOSE AV,-122.449359068183,37.7175145654024,No
12,1,4,2016,TENDERLOIN,100 Block of HYDE ST,-122.415669661443,37.7821198488931,No
0,2,10,2015,TENDERLOIN,TURK ST / TAYLOR ST,-122.410768766343,37.7832145190013,No
15,4,9,2004,INGLESIDE,600 Block of CHENERY ST,-122.432129813672,37.7345213152712,No
20,6,11,2016,INGLESIDE,4200 Block of MISSION ST,-122.430581904122,37.7295968082944,No
15,6,8,2016,NORTHERN,1000 Block of FILLMORE ST,-122.431790993089,37.7791157410597,No
7,2,9,2006,MISSION,24TH ST / MISSION ST,-122.418448186101,37.7522391652625,Yes
15,7,3,2008,BAYVIEW,100 Block of KISKA RD,-122.378494173975,37.7304096808335,No
12,7,2,2003,INGLESIDE,4900 Block of MISSION ST,-122.438519414468,37.719605303427,No
17,5,6,2007,CENTRAL,400 Block of JEFFERSON ST,-122.419919493342,37.8076403511907,Yes
19,4,6,2007,MISSION,200 Block of BARTLETT ST,-122.419560994995,37.752959256266,No
3,5,6,2012,NORTHERN,POLK ST / FERN ST,-122.420211964949,37.7882225424263,No
11,3,9,2012,TARAVAL,300 Block of WESTPORTAL AV,-122.469955448831,37.7373592055385,No
16,5,1,2013,MISSION,1100 Block of POTRERO AV,-122.406324313914,37.7536322498822,Yes
21,1,4,2005,RICHMOND,GEARY BL / 22ND AV,-122.481516526353,37.7802227066133,Yes
9,6,12,2005,TARAVAL,100 Block of APTOS AV,-122.466758005159,37.7291845796038,Yes
12,7,4,2010,CENTRAL,500 Block of GEARY ST,-122.41275532583,37.7867259286124,No
8,4,6,2003,CENTRAL,300 Block of BAY ST,-122.412803753,37.8057739875696,No
11,6,10,2015,TARAVAL,14TH AV / MORAGA ST,-122.470967156063,37.7563445000487,No
11,7,2,2003,TENDERLOIN,0 Block of JONES ST,-122.412192555721,37.7816045741252,No
8,7,7,2011,SOUTHERN,400 Block of 5TH ST,-122.401626749052,37.7787814951252,Yes
22,4,3,2004,RICHMOND,2600 Block of LAKE ST,-122.488330255022,37.7854392797255,No
16,5,6,2011,SOUTHERN,200 Block of BERRY ST,-122.394438381217,37.7748533257261,No
16,7,3,2008,MISSION,BRYANT ST / 17TH ST,-122.410365570579,37.7643113176295,No
13,2,3,2009,TENDERLOIN,300 Block of ELLIS ST,-122.411965795229,37.7849141859562,No
23,7,12,2008,BAYVIEW,INGALLS ST / DONNER AV,-122.390184221258,37.7222270852069,No
23,4,4,2016,PARK,500 Block of FREDERICK ST,-122.453774856685,37.7662135348094,No
16,6,11,2003,NORTHERN,LAGUNA ST / GROVE ST,-122.426455452533,37.7773884949181,No
20,2,2,2006,TENDERLOIN,200 Block of MCALLISTER ST,-122.416577792446,37.780614876154,Yes
23,1,5,2004,CENTRAL,COLUMBUS AV / BROADWAY ST,-122.406669739958,37.7978641744165,No
15,5,9,2016,SOUTHERN,1000 Block of MARKET ST,-122.411339562557,37.7812707434494,Yes
1,6,9,2011,SOUTHERN,0 Block of MOSS ST,-122.407999186749,37.7778241673064,No
18,1,3,2007,SOUTHERN,100 Block of BERRY ST,-122.392308546387,37.7766922783325,No
15,7,3,2007,MISSION,3600 Block of 21ST ST,-122.429029972436,37.7564805686713,No
13,1,6,2004,TARAVAL,200 Block of WINSTON DR,-122.477976682169,37.7269346350353,No
16,2,3,2009,TENDERLOIN,100 Block of LEAVENWORTH ST,-122.414029821727,37.7823291237659,Yes
10,5,4,2012,INGLESIDE,0 Block of SGTJOHNVYOUNG LN,-122.444707063455,37.7249307267936,No
13,5,3,2004,SOUTHERN,800 Block of BRYANT ST,-122.403404791479,37.775420706711,No
19,6,4,2012,CENTRAL,600 Block of CLAY ST,-122.403994862674,37.794611817992,No
17,3,8,2011,RICHMOND,3200 Block of CALIFORNIA ST,-122.447657570247,37.787207821057,No
9,3,10,2006,MISSION,2000 Block of MISSION ST,-122.41965834371,37.7642205603745,No
23,3,1,2013,RICHMOND,ANZA ST / COOK ST,-122.451870110448,37.7804920168282,No
11,4,7,2010,RICHMOND,700 Block of 7TH AV,-122.464944716156,37.774384171507,No
0,3,11,2007,TARAVAL,3400 Block of 19TH AV,-122.474722354129,37.7259526860929,No
12,1,3,2016,SOUTHERN,ECKER ST / STEVENSON ST,-122.399354001375,37.7899722899835,No
22,5,6,2013,INGLESIDE,100 Block of SANTAMARINA ST,-122.420416047958,37.73961287518,No
2,4,6,2013,BAYVIEW,0 Block of HARBOR RD,-122.378392257534,37.7323312464378,No
7,4,5,2006,NORTHERN,2300 Block of LOMBARD ST,-122.440148637784,37.7992028073615,No
10,1,8,2005,SOUTHERN,SOUTH VAN NESS AV / OTIS ST,-122.418618953347,37.7730525547699,No
13,5,5,2008,INGLESIDE,0 Block of BROOKDALE AV,-122.420864146521,37.71219982598,Yes
21,2,7,2011,INGLESIDE,0 Block of SGTJOHNVYOUNG LN,-122.444707063455,37.7249307267936,Yes
22,3,5,2018,RICHMOND,7TH AV / CLEMENT ST,-122.465493608312,37.7828890050587,No
12,1,10,2017,TENDERLOIN,500 Block of OFARRELL ST,-122.413820070176,37.7857382950322,No
18,1,11,2013,INGLESIDE,1300 Block of SUNNYDALE AV,-122.413971257366,37.7114003044694,No
18,4,7,2014,NORTHERN,MCALLISTER ST / FRANKLIN ST,-122.421893134467,37.779891233614,No
11,3,8,2004,MISSION,2000 Block of MISSION ST,-122.41965834371,37.7642205603745,No
20,5,6,2007,MISSION,3000 Block of HARRISON ST,-122.411638550839,37.7491884934163,No
17,4,9,2007,NORTHERN,POST ST / VANNESS AV,-122.421572274151,37.7866181600998,No
13,4,11,2004,SOUTHERN,400 Block of MINNA ST,-122.407387172098,37.7810688918781,No
19,4,6,2010,TARAVAL,TARAVAL ST / 18TH AV,-122.474621503489,37.7430951664962,No
2,4,11,2007,SOUTHERN,500 Block of 3RD ST,-122.395340436859,37.7808426292013,No
15,3,9,2003,TENDERLOIN,0 Block of TURK ST,-122.409849441655,37.7832755202567,No
13,5,3,2007,SOUTHERN,800 Block of BRYANT ST,-122.403404791479,37.775420706711,No
18,5,4,2017,INGLESIDE,500 Block of EDNA ST,-122.446506826727,37.7311325542385,No
10,6,7,2006,NORTHERN,POLK ST / MCALLISTER ST,-122.418600974625,37.7802607511192,Yes
9,4,7,2016,CENTRAL,1200 Block of HYDE ST,-122.41764403307,37.7925794265901,No
22,2,12,2005,RICHMOND,200 Block of COLLINS ST,-122.449883898604,37.7814298852081,No
12,4,11,2011,NORTHERN,1300 Block of WEBSTER ST,-122.431046366089,37.7830295716044,No
19,4,9,2007,TENDERLOIN,0 Block of OFARRELL ST,-122.405895369887,37.7867342184983,No
14,1,6,2014,NORTHERN,200 Block of MYRTLE ST,-122.422172980067,37.7851667231765,No
6,4,8,2007,INGLESIDE,SAN JOSE AV / ALEMANY BL,-122.457065443748,37.7101113689453,No
23,6,1,2004,CENTRAL,400 Block of BROADWAY ST,-122.404260458632,37.7981164818887,No
0,4,10,2015,MISSION,0 Block of STANTON ST,-122.441679426547,37.7573502681091,No
0,6,9,2011,RICHMOND,400 Block of CLEMENT ST,-122.463902072852,37.7830189318905,No
23,4,7,2014,NORTHERN,900 Block of WEBSTER ST,-122.430297884778,37.7793076334146,No
23,2,4,2014,SOUTHERN,7TH ST / MISSION ST,-122.410939205552,37.7792122590085,No
0,1,5,2004,INGLESIDE,MISSION ST / GENEVA AV,-122.441018108862,37.7164586831137,Yes
13,5,4,2017,CENTRAL,0 Block of MONTGOMERY ST,-122.402025244971,37.7895797011957,No
18,6,1,2014,NORTHERN,OFARRELL ST / VANNESS AV,-122.421195221815,37.7847536577561,No
19,5,4,2004,RICHMOND,200 Block of SPRUCE ST,-122.453923359527,37.7886464426791,No
19,2,10,2012,TENDERLOIN,ELLIS ST / LEAVENWORTH ST,-122.414433155063,37.7846576329256,No
17,6,7,2009,CENTRAL,200 Block of SUTTER ST,-122.404013943546,37.7897518225049,No
20,3,8,2005,RICHMOND,7TH AV / BALBOA ST,-122.46506925712,37.7771851880083,No
22,7,6,2016,MISSION,16TH ST / SHOTWELL ST,-122.416389710283,37.7652491154383,No
12,2,10,2014,CENTRAL,300 Block of GRANT AV,-122.405618748152,37.7903200915161,No
18,5,5,2005,SOUTHERN,600 Block of TOWNSEND ST,-122.402837314679,37.7709621095346,Yes
16,7,7,2012,BAYVIEW,1600 Block of HUDSON AV,-122.389424287784,37.7407649072885,No
12,5,1,2003,TARAVAL,1900 Block of 28TH AV,-122.485990461872,37.7509967221838,No
15,1,6,2011,MISSION,16TH ST / MISSION ST,-122.419671780296,37.7650501214668,No
0,5,12,2004,INGLESIDE,700 Block of JOOST AV,-122.452308376762,37.7323655790286,No
12,6,9,2010,CENTRAL,400 Block of JEFFERSON ST,-122.419941636264,37.8077487904473,Yes
8,6,1,2003,CENTRAL,1700 Block of THE EMBARCADERO NORTH ST,-122.410774214399,37.8084350184877,No
21,2,4,2010,NORTHERN,2000 Block of BROADWAY ST,-122.430838378403,37.7948418077407,No
8,4,8,2011,INGLESIDE,2000 Block of GENEVA AV,-122.421309514461,37.7085424151306,Yes
3,6,6,2013,BAYVIEW,BAY SHORE BL / INDUSTRIAL ST,-122.406910767793,37.7379666158769,No
22,7,11,2007,PARK,500 Block of SCOTT ST,-122.435968136819,37.7747589552821,Yes
22,5,11,2016,MISSION,2000 Block of MARKET ST,-122.426955631709,37.769247063207,No
21,5,4,2015,INGLESIDE,100 Block of GUTTENBERG ST,-122.443586327721,37.7111583324271,No
8,6,12,2009,PARK,300 Block of WOODSIDE AV,-122.452716700987,37.7457451434135,No
21,3,10,2014,NORTHERN,2100 Block of POLK ST,-122.421798040888,37.7964404207928,No
16,5,8,2017,MISSION,3800 Block of 24TH ST,-122.42798739544,37.7516164969942,No
16,1,7,2013,SOUTHERN,BRYANT ST / DIVISION ST,-122.410932750782,37.769411384942,No
18,3,12,2006,BAYVIEW,1600 Block of KIRKWOOD AV,-122.390952930587,37.7386625599684,No
21,3,12,2009,SOUTHERN,500 Block of 7TH ST,-122.403912950405,37.773693038909,No
1,1,5,2013,NORTHERN,SUTTER ST / LARKIN ST,-122.418467747931,37.7879652569797,No
19,1,12,2017,BAYVIEW,0 Block of LEDYARD ST,-122.402116556292,37.7332354676556,No
11,1,5,2007,MISSION,2000 Block of MISSION ST,-122.41965834371,37.7642205603745,No
18,6,11,2008,SOUTHERN,600 Block of FOLSOM ST,-122.398341686223,37.7841714378594,No
9,6,5,2008,TARAVAL,1100 Block of JUNIPERO SERRA BL,-122.472711742243,37.7178681219403,No
1,2,7,2009,CENTRAL,900 Block of KEARNY ST,-122.405283980519,37.7965510480789,No
16,7,5,2017,TARAVAL,700 Block of TARAVAL ST,-122.474095076176,37.7430648105289,No
14,5,8,2003,INGLESIDE,600 Block of PRENTISS ST,-122.412465904842,37.7352383622147,No
0,7,11,2010,SOUTHERN,MISSION ST / 3RD ST,-122.402027706948,37.7862483456629,No
23,5,12,2005,TARAVAL,4200 Block of OCEAN AV,-122.48933389197,37.7321576011782,No
19,6,5,2014,SOUTHERN,TOWNSEND ST / 5TH ST,-122.397207764774,37.7753329097568,No
22,3,1,2010,BAYVIEW,1300 Block of FITZGERALD AV,-122.39414405701,37.7225188949344,No
18,2,10,2017,NORTHERN,900 Block of FRANKLIN ST,-122.422536931307,37.7833939650918,No
9,5,5,2008,TARAVAL,600 Block of LINCOLN WY,-122.464850114297,37.7658875448653,No
14,1,2,2015,SOUTHERN,800 Block of HOWARD ST,-122.403890955445,37.7824014072132,No
21,4,1,2017,SOUTHERN,1100 Block of MARKET ST,-122.413564091744,37.779514030063,No
16,2,8,2008,BAYVIEW,0 Block of DEDMAN CT,-122.384907106098,37.7368469604958,No
14,3,1,2006,MISSION,100 Block of POTRERO AV,-122.407816998234,37.7677012635524,No
16,2,2,2004,SOUTHERN,FOLSOM ST / 5TH ST,-122.403390364804,37.780265577696,No
14,6,5,2015,CENTRAL,100 Block of LOMBARD ST,-122.404193586978,37.8039838091919,No
13,3,11,2005,MISSION,2000 Block of MARKET ST,-122.426955631709,37.769247063207,No
10,7,5,2009,SOUTHERN,800 Block of MARKET ST,-122.406520987144,37.7850629421661,No
0,3,3,2011,INGLESIDE,100 Block of MONETA WY,-122.450525766774,37.7125861722076,No
21,4,7,2013,SOUTHERN,HARRISON ST / 12TH ST,-122.413049740894,37.7700527878596,No
13,3,8,2008,TARAVAL,500 Block of SHIELDS ST,-122.467595819546,37.7179580458693,No
11,2,10,2005,BAYVIEW,3RD ST / PALOU AV,-122.390971734594,37.7340152181037,No
18,2,5,2016,SOUTHERN,800 Block of MARKET ST,-122.406690592261,37.7852071918419,No
17,2,10,2003,INGLESIDE,200 Block of EDINBURGH ST,-122.429137822416,37.7251352806915,No
8,1,7,2015,TARAVAL,1400 Block of 38TH AV,-122.497217231608,37.7598539579998,No
0,7,10,2010,CENTRAL,PINE ST / POWELL ST,-122.408977605413,37.7910886909542,No
11,5,8,2011,MISSION,300 Block of NOE ST,-122.433093496074,37.7633873513246,No
12,5,2,2011,SOUTHERN,800 Block of MARKET ST,-122.407633520742,37.7841893501425,No
9,5,4,2009,MISSION,MISSION ST / 24TH ST,-122.418448186101,37.7522391652625,Yes
15,4,12,2011,MISSION,18TH ST / CASTRO ST,-122.435002864298,37.7608878061194,No
22,1,6,2012,MISSION,500 Block of DOLORES ST,-122.426153349478,37.7606186794333,No
